acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.13,0.02,0.96,-4.64,1.69,-3.5,31.07
0.13,0.01,0.99,-3.85,1.83,-2.72,31.17
0.14,0.05,0.96,-4.58,1.97,0.84,31.12
0.11,0.03,0.96,-3.91,1.82,-0.11,31.07
0.12,0.03,0.97,-4.67,2.15,0.89,31.07
0.11,-0.0,0.96,-1.19,-0.12,0.85,31.12
0.12,0.02,0.97,1.85,-2.44,2.05,31.02
0.12,0.02,0.97,5.83,-3.97,1.33,31.07
0.13,0.04,0.99,8.72,-3.74,1.42,31.12
0.13,0.05,0.98,7.59,-2.02,0.61,31.12
0.13,0.04,0.98,2.12,0.5,-0.06,30.98
0.13,0.04,0.97,-3.24,3.34,0.29,31.02
0.12,0.01,0.97,-3.79,3.63,1.24,31.02
0.12,0.02,0.98,-3.02,2.14,1.63,31.07
0.11,0.02,0.97,-4.44,2.0,2.89,31.12
0.12,0.01,1.0,-7.3,4.89,3.85,31.02
0.13,0.02,0.99,-9.79,7.66,4.0,30.98
0.12,0.03,0.97,-11.92,9.48,4.05,31.02
0.12,0.02,0.97,-7.11,6.4,3.31,31.02
0.11,0.03,0.96,1.62,2.56,2.79,31.07
0.13,0.04,0.96,7.02,0.53,3.39,31.02
0.12,0.03,0.96,4.7,-1.02,1.76,31.02
0.14,0.06,0.98,-1.77,1.01,0.99,30.98
0.13,0.02,0.97,-1.53,2.47,0.44,31.07
0.12,0.01,0.97,-0.41,1.1,0.73,31.12
0.11,0.0,0.96,1.3,-1.76,0.05,31.07
0.12,0.01,0.98,2.47,-2.52,-0.53,31.07
0.12,0.01,0.99,4.76,-1.02,-0.02,31.12
0.12,0.02,0.98,3.31,0.63,1.16,31.07
0.11,0.01,0.98,0.34,1.02,2.49,31.07
0.11,0.01,0.97,0.32,1.57,2.21,31.02
0.12,0.03,0.97,1.76,1.11,1.73,31.12
0.13,0.03,0.97,1.54,0.35,-0.06,31.07
0.13,0.03,0.96,1.65,-0.96,-0.56,31.12
