acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.34,0.14,0.91,-0.23,-2.18,1.05,30.74
0.35,0.14,0.93,0.55,-1.68,-0.05,30.6
0.34,0.14,0.92,1.92,-2.35,0.53,30.74
0.34,0.14,0.92,1.04,-2.41,0.14,30.74
0.34,0.13,0.94,0.27,-0.67,0.6,30.69
0.36,0.14,0.91,-1.79,2.43,-0.96,30.65
0.33,0.12,0.93,-2.49,2.41,0.23,30.74
0.33,0.13,0.93,-2.15,2.9,0.98,30.74
0.34,0.15,0.91,-0.82,3.18,0.38,30.79
0.33,0.16,0.9,-1.95,3.94,-0.12,30.65
0.32,0.16,0.89,-1.94,2.29,-0.24,30.69
0.33,0.16,0.89,-2.08,1.27,-1.07,30.69
0.33,0.16,0.9,-2.27,0.31,-1.63,30.74
0.31,0.15,0.92,0.69,-1.71,-0.89,30.69
0.32,0.17,0.93,1.21,-0.31,1.33,30.69
0.32,0.16,0.93,0.6,1.36,0.02,30.74
0.34,0.17,0.92,-0.78,1.76,0.18,30.74
0.33,0.16,0.92,4.09,1.92,0.61,30.69
0.34,0.16,0.89,6.75,1.25,-0.55,30.74
0.32,0.13,0.9,6.76,-2.11,-0.17,30.74
0.34,0.15,0.9,0.66,-2.87,-0.67,30.79
0.33,0.14,0.91,-1.5,-2.56,0.69,30.74
0.33,0.14,0.91,-2.69,-0.89,1.71,30.84
0.35,0.16,0.93,-2.84,-0.32,2.72,30.79
0.34,0.14,0.91,-2.63,-0.02,1.34,30.69
0.34,0.13,0.92,-0.44,-0.44,0.14,30.74
0.34,0.12,0.95,2.38,-0.27,1.13,30.69
0.34,0.13,0.92,1.57,0.67,2.05,30.69
0.33,0.13,0.91,-1.59,2.27,3.47,30.74
0.33,0.14,0.92,-3.53,3.15,3.68,30.79
0.35,0.15,0.9,-4.24,2.63,2.12,30.79
0.34,0.16,0.91,-4.44,1.44,0.53,30.84
0.34,0.17,0.9,-4.44,0.2,-1.31,30.84
0.33,0.15,0.91,-1.15,-1.6,-0.44,30.69
0.33,0.13,0.92,1.48,-1.22,1.76,30.84
0.33,0.11,0.93,6.27,-1.94,3.16,30.74
0.33,0.12,0.93,5.28,-0.93,5.08,30.79
0.34,0.14,0.92,1.08,-0.08,5.33,30.65
0.35,0.16,0.91,-4.06,1.22,4.29,30.74
0.36,0.16,0.93,-6.66,0.87,3.62,30.79
0.35,0.16,0.91,-4.03,0.26,1.69,30.79
0.36,0.16,0.9,-0.96,-0.43,-0.67,30.84
0.34,0.14,0.91,-1.28,-2.26,-3.21,30.69
0.34,0.12,0.93,-2.66,-2.21,-2.82,30.69
0.34,0.11,0.94,-2.6,-0.2,-1.27,30.84
0.33,0.09,0.94,2.34,1.34,2.47,30.74
0.35,0.11,0.92,2.23,2.67,4.31,30.69
0.35,0.12,0.91,2.06,1.42,5.51,30.74
0.36,0.14,0.89,0.96,0.96,4.08,30.74
0.35,0.16,0.89,0.05,0.43,2.32,30.69
0.35,0.16,0.91,1.71,-1.33,2.26,30.74
0.35,0.15,0.93,3.22,-1.25,1.48,30.74
0.35,0.15,0.92,2.69,0.96,-0.73,30.79
0.34,0.15,0.92,2.31,2.35,-3.15,30.84
0.35,0.13,0.92,2.35,2.96,-2.34,30.65
0.35,0.14,0.93,4.61,3.21,0.0,30.79
0.35,0.14,0.9,7.37,3.18,1.25,30.79
0.35,0.16,0.87,2.9,2.18,-1.04,30.74
0.36,0.18,0.88,-4.96,0.26,-5.36,30.84
0.36,0.18,0.9,-7.56,-0.9,-7.74,30.79
0.34,0.18,0.92,-3.89,-0.08,-7.76,30.74
0.35,0.17,0.91,0.32,-0.09,-8.03,30.79
0.35,0.15,0.91,4.08,-1.42,-8.84,30.79
0.33,0.13,0.92,6.41,-1.39,-8.87,30.74
0.34,0.14,0.9,5.71,-0.76,-7.92,30.74
0.34,0.13,0.91,5.56,-0.9,-5.48,30.79
0.35,0.11,0.89,4.85,-0.4,-6.08,30.74
0.33,0.11,0.91,2.78,0.12,-4.79,30.74
0.33,0.11,0.9,0.79,0.44,-3.59,30.79
0.33,0.11,0.89,-0.7,2.26,-2.17,30.84
0.32,0.12,0.91,-2.41,3.1,1.71,30.84
0.34,0.15,0.9,-4.73,4.78,4.03,30.88
0.33,0.16,0.89,-4.49,5.44,4.34,30.69
0.33,0.17,0.86,-2.31,6.09,3.82,30.74
0.33,0.18,0.87,-0.34,4.55,4.11,30.69
0.33,0.18,0.87,-0.85,3.51,4.96,30.69
0.33,0.19,0.87,0.11,4.03,5.22,30.93
0.34,0.2,0.86,-0.78,6.05,4.98,30.84
0.34,0.2,0.85,-2.05,6.0,3.92,30.79
0.35,0.21,0.86,-3.6,4.56,2.34,30.84
0.37,0.26,0.86,-3.83,4.05,-0.6,30.74
0.38,0.28,0.85,-0.53,6.69,-5.36,30.79
0.42,0.33,0.84,1.13,8.2,-15.11,30.84
0.47,0.39,0.86,-0.34,9.34,-27.66,30.84
0.49,0.4,0.88,-1.25,10.37,-41.74,30.84
0.5,0.39,0.89,-0.46,12.38,-51.25,30.79
0.45,0.27,0.85,5.59,12.61,-58.2,30.65
0.44,0.25,0.87,21.27,8.2,-57.18,30.69
0.39,0.19,0.88,39.95,3.08,-54.92,30.79
0.37,0.18,0.88,47.95,1.74,-54.61,30.84
0.34,0.17,0.86,37.65,5.71,-51.45,30.79
0.29,0.11,0.81,24.49,14.09,-43.15,30.79
0.26,0.13,0.79,10.7,20.82,-34.15,30.74
0.24,0.14,0.75,4.95,22.43,-28.47,30.79
0.21,0.16,0.73,6.55,20.11,-23.45,30.79
0.18,0.17,0.67,11.27,15.97,-24.95,30.84
0.17,0.2,0.66,13.36,12.43,-29.79,30.74
0.15,0.18,0.62,19.88,7.77,-35.57,30.79
0.12,0.16,0.6,28.63,1.83,-41.76,30.74
0.08,0.11,0.63,42.63,-7.94,-48.56,30.74
0.12,0.12,0.62,50.09,-11.54,-53.1,30.88
0.09,0.09,0.61,47.22,-15.05,-56.56,30.74
0.08,0.07,0.61,43.44,-17.34,-57.05,30.74
0.06,0.07,0.63,44.58,-16.47,-56.03,30.79
0.07,0.06,0.63,48.52,-13.79,-54.43,30.69
0.09,0.05,0.59,54.67,-13.16,-45.53,30.74
0.07,0.04,0.55,57.39,-14.31,-36.95,30.79
0.09,0.1,0.51,62.61,-17.71,-26.76,30.79
0.08,0.09,0.53,60.38,-17.51,-16.87,30.74
0.06,0.06,0.54,64.76,-20.75,-8.21,30.74
0.16,0.2,0.54,46.11,-16.92,4.69,30.79
0.13,0.21,0.55,29.05,-18.98,15.4,30.74
0.18,0.28,0.59,22.29,-15.89,22.81,30.74
0.28,0.4,0.65,20.14,-14.95,24.2,30.79
0.3,0.45,0.65,17.85,-10.06,19.31,30.74
0.28,0.4,0.68,23.33,-8.52,13.22,30.74
0.3,0.39,0.71,29.28,-4.03,10.23,30.79
0.28,0.37,0.69,25.05,-0.75,6.75,30.74
0.2,0.3,0.66,15.97,2.32,6.09,30.65
0.17,0.3,0.67,9.31,5.47,15.54,30.79
