acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.13,-0.04,0.89,15.28,-4.5,-6.27,29.89
0.12,-0.05,0.9,5.65,-2.76,-4.32,29.75
0.12,-0.04,0.89,1.5,3.31,-1.08,29.85
0.13,-0.03,0.89,3.1,5.42,-1.88,29.89
0.13,-0.03,0.91,9.27,1.31,1.85,29.89
0.12,-0.02,0.93,12.23,2.73,4.99,29.85
0.13,-0.02,0.91,7.45,6.98,5.05,29.85
0.12,-0.04,0.88,0.99,11.95,3.15,29.8
0.12,-0.02,0.88,-0.61,12.02,2.75,29.89
0.13,0.01,0.88,0.46,8.17,-1.04,29.85
0.11,0.02,0.88,2.66,4.17,-4.46,29.85
0.1,0.02,0.86,4.4,3.13,-4.96,29.89
0.12,0.06,0.89,-1.24,2.09,-6.92,29.71
0.09,0.03,0.92,6.81,0.31,-2.56,29.85
0.09,0.05,0.9,10.43,0.17,0.34,29.85
0.11,0.09,0.92,13.19,-2.98,-0.37,29.85
0.11,0.08,0.91,8.03,-1.63,-3.85,29.89
0.12,0.08,0.9,4.49,-0.37,-5.89,29.85
0.12,0.08,0.89,-1.98,1.94,-5.92,29.85
0.12,0.05,0.88,-4.66,-0.49,-7.19,29.8
0.15,0.03,0.86,-15.74,-1.54,-12.06,29.8
0.05,0.03,0.99,-0.18,-7.3,12.9,29.85
0.13,-0.06,0.95,4.73,0.81,11.74,29.85
0.08,-0.01,0.96,10.7,-2.03,14.05,29.89
0.11,-0.01,0.95,1.88,-4.53,14.96,29.89
0.12,0.0,0.94,-2.17,-3.86,12.81,29.75
0.1,0.0,0.96,-4.08,-1.04,10.76,29.85
0.1,-0.01,0.96,-4.61,-1.79,10.52,29.89
0.08,-0.0,0.97,-7.53,-1.31,5.07,29.8
0.25,0.08,0.96,-2.5,4.06,8.78,29.75
0.03,0.01,0.93,-0.6,9.63,0.81,29.94
0.09,0.02,0.89,-1.37,3.66,-12.84,29.75
0.14,0.03,0.91,1.57,-2.81,-9.04,29.8
0.1,0.0,0.78,6.2,-10.35,-15.24,29.75
0.07,0.01,0.91,-5.76,-15.15,-15.88,29.85
0.04,-0.06,0.96,14.49,-24.89,-12.67,29.8
0.07,-0.02,0.99,25.47,-12.93,0.12,29.8
0.08,0.0,1.03,45.97,-15.94,7.82,29.75
0.08,0.03,1.05,41.97,-15.11,11.13,29.75
0.13,0.07,1.03,44.63,-11.89,11.28,29.89
0.21,0.1,1.01,45.95,-7.16,13.22,29.89
0.18,0.07,1.01,47.6,-9.48,15.77,29.75
0.14,0.11,0.94,41.44,-13.45,22.5,29.94
0.16,0.05,0.98,38.35,-18.08,11.1,29.8
0.17,0.04,1.04,20.58,-11.25,19.6,29.8
0.2,0.06,1.05,-6.98,-3.56,1.44,29.75
0.18,0.03,1.06,-24.29,6.43,-7.07,29.85
0.15,0.03,1.08,-17.37,13.59,1.47,29.85
0.15,0.05,1.08,-2.92,14.4,7.22,29.8
0.16,0.07,1.03,9.51,15.24,11.71,29.85
0.14,0.08,0.94,10.52,17.57,11.18,29.94
0.13,0.13,0.93,3.19,16.46,12.69,29.89
0.16,0.15,0.88,-2.34,18.0,11.65,29.89
0.13,0.16,0.85,-2.73,12.85,13.66,29.85
0.11,0.12,0.86,1.11,2.79,11.92,29.85
0.08,0.12,0.89,7.66,-5.13,10.7,29.89
0.09,0.12,0.94,3.73,-3.65,22.61,29.89
0.06,0.06,0.93,-1.31,2.98,12.64,29.85
0.07,0.08,0.97,1.34,-1.11,10.99,29.85
0.08,0.04,0.89,-2.34,-0.96,-3.79,29.89
0.1,0.04,0.87,-11.65,-1.86,-15.82,29.89
0.09,0.05,0.9,-16.75,-7.37,-20.7,29.85
0.09,0.02,0.87,-17.94,-6.03,-23.63,29.85
0.08,0.04,0.97,-7.22,-11.02,-14.64,29.85
0.07,0.0,1.0,1.59,-11.22,-6.56,29.8
0.12,-0.01,0.95,5.04,-8.12,-7.91,29.85
0.11,-0.02,1.02,2.85,-7.3,-3.01,29.85
0.11,-0.02,1.05,0.06,-4.98,0.11,29.8
0.14,0.01,1.05,-1.66,1.31,0.92,29.89
0.15,0.03,1.02,-4.23,6.69,2.27,29.85
0.14,0.04,1.04,-0.29,6.21,7.04,29.75
0.15,0.04,1.01,1.77,7.07,4.53,29.71
0.14,0.06,0.98,4.5,6.67,0.67,29.89
0.15,0.09,0.97,4.55,4.63,-3.08,29.85
0.15,0.07,0.99,-0.95,4.87,-9.39,29.75
0.14,0.1,1.06,-1.27,2.34,-6.89,29.89
0.16,0.1,1.07,-3.3,8.84,-0.78,29.8
0.14,0.09,1.05,-1.08,12.98,2.67,29.85
0.15,0.07,1.03,0.9,14.79,2.05,29.85
0.13,0.06,0.99,2.76,13.6,1.3,29.89
0.11,0.04,0.95,3.86,11.07,0.89,29.85
0.1,0.07,0.96,3.54,9.74,3.31,29.85
0.08,0.03,0.96,7.21,7.76,2.92,29.71
0.1,0.04,0.94,8.72,8.96,-0.78,29.8
0.07,0.03,0.95,9.63,6.32,-1.4,29.94
0.06,0.03,0.93,5.01,6.17,-3.05,29.75
0.05,0.03,0.92,2.6,6.31,-4.41,29.89
0.07,0.04,0.93,-0.09,6.82,-6.29,29.89
0.04,0.02,0.9,-2.03,4.08,-8.47,29.85
0.04,0.03,0.87,-5.3,5.69,-6.6,29.85
0.08,0.05,0.93,3.51,-1.6,-5.56,29.89
0.1,0.04,0.91,4.89,-1.02,-8.14,29.8
0.1,0.04,0.93,17.13,-5.91,-9.6,29.85
0.12,0.06,0.97,16.5,-8.5,-7.86,29.75
0.1,0.07,1.01,8.89,-8.53,-5.6,29.85
0.12,0.06,1.01,4.85,-1.53,-3.01,29.89
0.11,0.06,0.99,7.54,4.96,2.99,29.85
0.13,0.04,1.02,15.83,3.36,10.0,29.85
0.11,0.01,1.01,26.63,1.56,14.44,29.8
0.12,0.0,1.03,26.29,3.19,14.73,29.89
0.13,0.02,1.04,18.03,5.1,11.82,29.85
0.15,0.05,1.01,5.92,12.09,5.95,29.85
0.13,0.08,1.03,2.09,14.55,4.21,29.89
0.12,0.11,1.01,4.31,12.47,3.91,29.89
0.12,0.15,1.01,4.26,12.26,3.37,29.85
0.11,0.16,0.95,1.19,15.48,-0.66,29.85
0.11,0.17,0.93,1.76,17.62,-4.67,29.8
0.12,0.17,0.95,1.42,14.63,-4.84,29.89
0.12,0.17,0.94,1.95,10.0,-6.06,29.85
0.09,0.14,0.96,6.46,9.05,-5.18,29.85
0.09,0.12,0.94,12.55,10.31,-5.74,29.94
0.08,0.13,0.93,15.89,8.41,-5.6,29.89
0.06,0.09,0.93,16.12,4.34,-5.48,29.94
0.07,0.1,0.96,16.31,2.53,-8.43,29.85
0.1,0.11,0.99,13.21,5.88,-10.32,29.89
0.06,0.08,1.03,10.32,6.49,-8.05,29.89
0.09,0.07,1.0,5.85,9.51,-7.22,29.94
0.05,0.05,1.01,5.88,8.2,-1.88,29.85
0.06,0.04,0.98,5.83,8.73,-0.9,29.89
0.05,0.06,0.96,5.76,8.27,1.01,29.89
0.05,0.07,0.95,-2.79,8.14,2.58,29.75
0.05,0.08,0.92,-9.18,6.7,0.93,29.94
0.04,0.06,0.9,-10.61,7.42,0.32,29.8
0.02,0.05,0.94,-16.05,6.92,3.94,29.89
-0.0,0.03,0.89,-12.61,3.15,3.83,29.85
0.0,0.03,0.92,-0.49,-1.11,5.13,29.85
0.02,0.01,0.9,6.37,-3.3,0.31,29.89
0.06,0.07,0.92,2.72,-7.42,-6.23,29.89
0.07,0.1,0.93,-7.31,-11.47,-12.27,29.85
0.07,0.12,0.98,-6.4,-10.27,-17.68,29.85
0.07,0.13,0.99,2.47,-9.02,-19.15,29.89
0.05,0.14,1.02,17.6,-13.89,-17.39,29.89
0.11,0.14,1.0,19.6,-12.53,-16.9,29.85
0.1,0.12,1.02,13.21,-12.5,-17.07,29.85
0.1,0.11,1.03,5.04,-7.16,-15.51,29.89
0.11,0.14,1.03,-2.27,0.09,-12.67,29.89
0.09,0.11,0.99,0.17,1.8,-8.76,29.85
0.1,0.1,0.98,1.94,-1.1,-9.57,29.89
0.08,0.1,0.99,2.4,-4.87,-9.95,29.89
0.1,0.11,0.98,-2.31,-3.24,-11.11,29.85
0.06,0.09,1.03,0.06,-0.58,-7.18,29.94
0.1,0.11,1.04,0.23,4.78,-3.07,29.85
0.08,0.09,1.02,4.99,4.95,-1.37,29.89
0.12,0.14,1.01,4.26,6.75,-0.84,29.89
0.09,0.11,0.96,-2.0,8.95,-3.18,29.94
0.08,0.1,0.93,-7.47,7.59,-4.4,29.85
0.05,0.08,0.91,-11.19,7.34,-6.15,29.71
0.04,0.11,0.92,-11.07,3.18,-7.8,29.8
0.05,0.11,0.92,-4.7,1.47,-5.37,29.85
0.07,0.12,0.94,1.27,0.58,-5.77,29.85
0.06,0.1,0.95,8.43,-3.47,-5.5,29.8
0.08,0.11,0.95,12.24,-3.36,-8.98,29.94
0.09,0.12,0.95,11.1,-4.06,-12.38,29.85
0.09,0.13,1.01,12.41,-8.32,-9.92,29.8
0.11,0.17,0.96,18.46,-5.53,-7.19,29.89
0.09,0.15,0.98,14.2,-6.9,-4.63,29.94
0.08,0.14,0.99,6.73,-6.12,-4.67,29.85
0.1,0.16,0.95,4.78,0.72,-4.31,29.85
0.08,0.1,0.97,7.98,-3.33,-8.93,29.89
0.08,0.1,0.95,7.25,-4.85,-11.07,29.85
0.11,0.13,0.98,2.84,-3.53,-7.71,29.94
