acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.21,-0.1,0.98,6.85,-7.68,-1.31,31.17
0.22,-0.1,0.98,5.31,-4.73,-0.87,31.12
0.23,-0.1,0.99,0.93,-1.85,-1.44,31.21
0.22,-0.1,0.99,-1.54,0.27,-0.6,31.07
0.21,-0.12,0.99,-0.87,1.8,-0.79,31.12
0.2,-0.12,0.97,-0.06,2.11,-0.49,31.17
0.19,-0.14,0.96,0.61,2.75,-0.67,31.07
0.18,-0.14,0.94,1.39,3.11,-0.5,31.21
0.17,-0.16,0.94,0.31,2.73,0.06,31.12
0.17,-0.15,0.94,0.58,1.56,1.56,31.07
0.17,-0.14,0.92,0.43,0.87,1.25,31.21
0.18,-0.14,0.95,0.31,-0.53,1.1,31.12
0.19,-0.12,0.94,-0.32,-0.76,1.89,31.17
0.2,-0.12,0.95,-1.85,-0.2,1.79,31.21
0.19,-0.12,0.97,-1.42,0.44,3.34,31.21
0.2,-0.12,0.96,-0.52,2.53,3.83,31.17
0.2,-0.11,0.95,1.62,3.48,3.94,31.21
0.2,-0.11,0.94,2.12,3.07,2.52,31.21
0.19,-0.11,0.92,1.19,1.16,1.18,31.17
0.17,-0.12,0.9,1.25,-0.75,1.51,31.21
0.17,-0.11,0.92,2.27,-2.2,2.05,31.12
0.18,-0.12,0.92,1.45,-2.95,2.95,31.17
0.19,-0.12,0.94,1.18,-4.02,4.43,31.17
0.21,-0.1,0.96,1.59,-2.92,5.07,31.21
0.23,-0.1,0.96,1.24,-1.65,3.68,31.17
0.23,-0.09,0.96,0.67,-1.82,2.9,31.17
0.23,-0.1,0.98,1.16,-0.87,2.38,31.21
0.23,-0.1,0.97,2.73,0.82,2.53,31.12
0.23,-0.1,0.95,0.47,2.55,1.79,31.07
0.22,-0.1,0.95,-2.44,2.31,0.85,31.21
0.2,-0.11,0.94,-2.23,2.24,1.02,31.17
0.19,-0.12,0.93,-0.11,1.57,1.48,31.17
0.21,-0.12,0.93,-1.11,0.43,1.5,31.12
0.2,-0.12,0.94,-1.11,-0.12,1.98,31.17
0.19,-0.13,0.94,1.48,-0.43,1.33,31.26
0.22,-0.12,0.96,2.93,-1.15,1.19,31.21
0.21,-0.12,0.97,1.19,-1.76,-0.09,31.17
