acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.31,-0.02,0.94,0.93,2.11,-1.15,30.51
0.3,-0.05,0.93,1.83,1.24,-1.44,30.74
0.29,-0.07,0.92,1.53,-0.17,-1.51,30.55
0.3,-0.07,0.92,-0.73,-0.92,-2.26,30.65
0.29,-0.06,0.93,-1.68,-1.59,-0.67,30.6
0.29,-0.08,0.94,1.04,-2.14,1.82,30.65
0.31,-0.05,0.96,2.05,-1.54,1.65,30.6
0.31,-0.05,0.95,1.71,-1.16,1.18,30.6
0.31,-0.04,0.96,2.63,-0.5,0.78,30.55
0.31,-0.03,0.96,5.74,1.48,0.64,30.65
0.32,-0.04,0.93,7.59,1.54,0.12,30.6
0.29,-0.07,0.92,10.72,-1.51,-0.08,30.65
0.29,-0.08,0.93,11.69,-4.05,2.03,30.55
0.3,-0.06,0.91,9.1,-2.73,2.06,30.6
0.3,-0.03,0.93,2.08,0.11,2.85,30.65
0.3,-0.04,0.96,-4.4,1.57,4.49,30.65
0.31,-0.03,0.94,-5.68,2.69,3.82,30.55
0.29,-0.04,0.94,-2.18,1.76,2.72,30.6
0.31,-0.01,0.97,3.65,1.79,3.05,30.65
0.32,-0.01,0.97,4.67,3.34,2.63,30.69
0.31,-0.03,0.94,3.86,4.26,1.07,30.6
0.3,-0.04,0.92,2.92,4.75,1.04,30.65
0.29,-0.07,0.91,4.0,2.63,0.73,30.65
0.29,-0.09,0.92,4.6,-0.63,2.06,30.6
0.28,-0.07,0.93,2.05,-2.61,3.66,30.65
0.3,-0.05,0.93,-3.73,-0.44,0.75,30.55
0.3,-0.03,0.94,-4.76,0.29,0.5,30.6
0.31,-0.02,0.94,-4.31,0.73,-1.3,30.69
0.31,-0.01,0.98,0.98,0.49,-1.25,30.65
0.3,-0.03,0.96,7.62,1.53,-0.21,30.65
0.3,-0.03,0.97,10.46,2.95,3.07,30.6
0.29,-0.05,0.92,11.31,3.15,5.28,30.55
0.28,-0.04,0.92,8.6,2.5,6.9,30.55
0.29,-0.02,0.91,3.79,1.56,4.46,30.69
0.29,-0.03,0.89,-2.81,-0.14,1.77,30.6
0.29,-0.02,0.91,-1.66,-1.89,-0.17,30.65
0.29,-0.02,0.92,3.39,-2.98,-2.26,30.6
0.29,-0.02,0.93,6.14,-4.4,-3.27,30.69
0.29,-0.02,0.96,3.31,-5.04,-3.51,30.74
0.29,-0.01,0.96,6.05,-4.44,-1.56,30.74
0.31,-0.03,0.95,11.59,-1.18,0.79,30.6
0.33,-0.0,0.95,10.18,0.38,2.06,30.55
0.31,-0.03,0.94,4.7,-0.37,3.36,30.65
0.3,-0.03,0.91,-1.39,1.07,2.53,30.6
0.31,-0.03,0.9,-3.98,2.92,-0.56,30.6
0.29,-0.03,0.91,-4.47,1.1,-1.91,30.65
0.29,-0.04,0.92,-2.11,-2.14,-0.6,30.6
0.31,-0.03,0.93,-1.21,-1.8,0.47,30.79
0.3,-0.02,0.94,-2.06,-0.46,2.2,30.65
0.31,-0.01,0.94,-3.74,1.92,1.16,30.6
0.31,-0.01,0.93,-0.17,3.34,0.41,30.6
0.31,-0.0,0.94,4.76,3.86,0.24,30.65
0.3,-0.01,0.91,6.87,3.18,0.05,30.55
0.31,-0.01,0.89,5.71,2.43,0.75,30.69
0.29,-0.0,0.89,1.66,3.63,2.05,30.65
0.3,0.02,0.89,-2.79,4.96,3.69,30.65
0.29,0.01,0.88,-5.08,5.22,4.34,30.6
0.3,0.02,0.89,-5.85,5.04,4.67,30.51
0.29,0.01,0.87,-1.89,3.83,4.6,30.74
0.29,0.03,0.87,1.57,3.63,3.68,30.69
0.3,0.04,0.88,2.02,3.1,0.46,30.69
0.3,0.05,0.88,1.89,2.38,-2.84,30.55
0.29,0.05,0.86,2.78,1.94,-8.44,30.6
0.28,0.05,0.84,7.25,0.52,-13.83,30.6
0.25,0.01,0.8,13.77,-4.46,-17.54,30.74
0.25,0.0,0.83,17.01,-8.4,-19.42,30.65
0.27,-0.0,0.86,17.24,-12.26,-18.0,30.6
0.29,0.01,0.86,14.43,-10.26,-16.61,30.65
0.29,-0.01,0.87,14.6,-7.25,-16.14,30.65
0.29,-0.03,0.87,16.41,-5.53,-15.47,30.6
0.26,-0.04,0.85,21.82,-5.5,-14.0,30.65
0.26,-0.05,0.84,28.03,-5.83,-10.89,30.65
0.25,-0.05,0.83,29.33,-5.13,-7.22,30.6
0.24,-0.05,0.82,29.94,-2.98,-4.75,30.6
0.25,-0.06,0.77,34.4,0.18,-1.68,30.65
0.25,-0.09,0.76,39.65,0.12,6.02,30.69
0.29,-0.06,0.75,38.12,-1.68,16.29,30.6
0.29,-0.04,0.76,26.61,-2.64,26.0,30.65
0.32,-0.0,0.77,14.89,0.56,32.05,30.65
0.32,0.04,0.82,7.97,4.53,32.4,30.69
0.33,0.11,0.83,11.07,7.74,30.06,30.65
0.34,0.15,0.84,16.87,9.62,23.65,30.65
0.34,0.18,0.83,24.64,12.98,13.95,30.65
0.34,0.19,0.74,30.56,17.8,-4.44,30.6
0.29,0.14,0.71,36.03,17.18,-19.85,30.65
