acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.23,0.33,0.9,-1.28,3.94,1.95,30.65
0.23,0.34,0.89,-1.56,4.03,3.77,30.55
0.23,0.35,0.88,-2.03,4.84,4.61,30.6
0.22,0.36,0.89,-3.66,4.6,4.11,30.55
0.22,0.37,0.87,-3.51,3.57,3.89,30.65
0.23,0.36,0.88,-0.6,3.54,2.76,30.69
0.23,0.37,0.89,0.37,1.77,0.79,30.6
0.23,0.36,0.9,0.92,0.09,1.16,30.55
0.23,0.36,0.91,3.83,1.31,1.42,30.6
0.24,0.36,0.89,3.39,3.51,0.09,30.69
0.22,0.35,0.88,1.04,2.46,0.12,30.65
0.22,0.34,0.88,-0.55,0.87,0.32,30.65
0.21,0.34,0.88,-1.21,0.18,-0.38,30.69
0.21,0.34,0.88,-2.27,-0.23,-0.32,30.65
0.21,0.34,0.89,-3.62,-0.58,0.29,30.65
0.21,0.34,0.91,-2.81,0.27,0.93,30.69
0.21,0.34,0.91,0.06,0.99,0.82,30.6
0.21,0.34,0.9,2.27,1.02,1.74,30.55
0.22,0.33,0.89,2.41,-0.46,1.95,30.51
0.23,0.32,0.89,0.34,-1.21,1.42,30.69
0.22,0.33,0.89,-1.86,-1.48,0.46,30.74
0.23,0.35,0.9,-4.44,-0.72,0.03,30.74
0.23,0.33,0.92,-0.82,-0.43,-0.11,30.6
0.22,0.32,0.89,1.25,-0.14,-1.13,30.65
0.21,0.33,0.91,0.64,-2.09,-0.15,30.65
0.23,0.34,0.91,-1.68,-2.26,-0.24,30.69
0.23,0.33,0.9,-2.21,-0.56,-0.67,30.55
0.22,0.33,0.91,0.31,-0.26,0.66,30.55
0.23,0.34,0.92,0.43,-0.26,0.96,30.69
0.23,0.33,0.91,-1.1,0.03,0.96,30.6
0.23,0.34,0.91,-0.58,0.75,0.53,30.55
0.22,0.34,0.89,-1.34,1.47,0.84,30.6
0.23,0.34,0.9,-3.73,0.76,0.32,30.6
0.23,0.35,0.89,-4.66,0.92,0.14,30.65
0.23,0.34,0.91,-1.5,0.79,0.55,30.6
0.22,0.34,0.89,1.71,0.84,0.47,30.69
0.21,0.32,0.88,1.42,-0.31,0.06,30.65
0.21,0.31,0.9,0.27,-0.78,1.39,30.65
0.21,0.32,0.9,-0.95,0.56,2.29,30.6
0.22,0.33,0.92,-0.11,2.69,3.94,30.65
0.22,0.34,0.9,0.32,3.98,3.98,30.65
0.23,0.34,0.87,0.27,3.3,2.6,30.6
0.22,0.34,0.86,0.75,1.33,2.55,30.65
0.22,0.33,0.89,1.4,0.47,2.23,30.65
0.22,0.33,0.88,-0.75,1.34,0.96,30.6
0.21,0.32,0.87,-3.1,1.28,2.09,30.69
0.23,0.35,0.87,-5.66,1.27,2.67,30.55
0.21,0.34,0.88,-4.12,1.89,2.72,30.69
0.22,0.35,0.89,-0.41,2.24,5.31,30.69
0.22,0.34,0.86,0.06,2.75,7.31,30.55
0.21,0.34,0.86,-1.44,2.64,6.69,30.55
0.22,0.35,0.87,0.02,2.81,6.92,30.6
0.23,0.36,0.85,0.26,3.63,6.31,30.65
0.22,0.34,0.85,-2.12,2.76,6.66,30.65
0.22,0.36,0.85,-2.37,2.92,7.42,30.6
0.22,0.35,0.84,-0.37,4.67,6.85,30.65
0.23,0.33,0.83,0.49,4.47,5.92,30.65
0.23,0.33,0.83,0.08,3.16,5.77,30.51
0.26,0.3,0.83,2.15,4.63,5.66,30.69
0.28,0.28,0.83,4.38,5.92,5.04,30.74
0.27,0.28,0.8,3.71,7.25,2.4,30.6
0.26,0.29,0.76,7.85,6.26,-1.3,30.69
0.25,0.34,0.75,17.98,2.64,-8.24,30.65
0.25,0.38,0.69,31.73,-1.19,-22.44,30.65
0.26,0.42,0.66,46.82,-8.2,-41.54,30.69
0.26,0.43,0.59,67.31,-17.48,-61.66,30.65
0.24,0.4,0.58,88.02,-27.31,-80.99,30.74
0.2,0.34,0.59,112.81,-38.67,-90.82,30.69
0.16,0.27,0.56,127.22,-45.3,-90.5,30.65
0.12,0.2,0.59,128.29,-47.08,-80.27,30.65
0.06,0.14,0.64,117.37,-43.63,-63.11,30.6
0.02,0.1,0.67,106.32,-33.34,-34.67,30.69
-0.0,0.11,0.73,83.77,-14.84,0.81,30.65
0.03,0.17,0.72,51.77,8.75,34.21,30.69
0.07,0.24,0.68,14.99,33.33,62.08,30.6
0.12,0.34,0.63,-16.84,51.02,81.6,30.65
0.17,0.41,0.58,-28.46,55.15,89.69,30.74
0.19,0.48,0.57,-30.08,49.37,88.76,30.69
0.22,0.53,0.51,-29.07,41.16,79.15,30.55
0.22,0.51,0.51,-30.27,33.53,64.87,30.65
0.21,0.49,0.56,-27.36,29.15,53.42,30.6
0.19,0.45,0.58,-24.95,28.64,43.71,30.6
0.15,0.39,0.59,-20.02,28.98,39.3,30.65
0.09,0.32,0.59,-18.49,31.44,44.0,30.6
0.1,0.32,0.58,-17.95,31.11,47.08,30.69
0.1,0.33,0.6,-19.1,29.74,52.26,30.65
