acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.18,-0.06,0.98,0.08,0.32,1.24,31.31
0.18,-0.07,0.98,-0.24,0.49,1.68,31.26
0.18,-0.06,0.98,1.33,1.13,2.11,31.21
0.18,-0.07,0.98,2.03,0.87,0.7,31.21
0.18,-0.07,0.98,0.67,0.72,-0.09,31.17
0.19,-0.07,0.98,0.56,2.12,1.34,31.31
0.18,-0.06,0.96,-1.94,3.59,0.64,31.21
0.17,-0.07,0.95,-4.95,3.11,1.31,31.26
0.17,-0.07,0.95,-2.14,2.17,2.02,31.21
0.17,-0.05,0.93,1.39,0.99,0.38,31.21
0.18,-0.04,0.95,3.21,-0.79,0.72,31.26
0.18,-0.06,0.94,3.88,-1.36,1.36,31.21
0.18,-0.05,0.95,-0.49,-0.79,1.51,31.21
0.18,-0.05,0.97,-3.24,-0.15,2.93,31.26
0.2,-0.03,0.97,-0.64,1.68,3.37,31.31
0.2,-0.04,0.97,2.79,2.78,2.0,31.21
0.19,-0.04,0.96,5.54,1.57,0.61,31.26
0.2,-0.04,0.94,4.81,0.35,0.14,31.21
0.17,-0.04,0.92,2.09,-0.05,-0.75,31.21
0.17,-0.05,0.94,0.53,-0.17,-0.18,31.17
0.17,-0.06,0.96,1.68,0.67,0.75,31.21
0.17,-0.05,0.94,0.58,0.85,1.34,31.12
0.19,-0.05,0.95,-1.62,0.03,1.16,31.26
0.18,-0.04,0.95,-4.81,-0.35,-0.93,31.31
0.18,-0.05,0.96,-3.31,0.08,-1.16,31.21
0.18,-0.06,0.96,1.13,0.23,-0.43,31.17
0.17,-0.05,0.96,2.89,0.0,-0.21,31.21
0.18,-0.05,0.95,0.47,-0.38,-0.89,31.31
0.17,-0.07,0.96,0.63,0.05,0.11,31.26
0.17,-0.06,0.97,0.53,1.3,1.28,31.21
0.18,-0.06,0.98,0.46,2.24,2.0,31.21
0.18,-0.06,0.97,-2.32,2.47,1.21,31.35
0.17,-0.06,0.96,-3.69,1.48,1.36,31.21
0.17,-0.08,0.95,-2.99,1.18,0.18,31.21
0.16,-0.07,0.95,-1.65,-0.38,-1.68,31.17
0.16,-0.06,0.96,1.8,-1.45,0.75,31.21
0.16,-0.08,0.96,3.74,-1.45,2.14,31.31
0.18,-0.07,0.97,2.92,-0.93,2.11,31.26
0.18,-0.06,0.97,-0.63,0.02,0.92,31.26
0.18,-0.06,0.97,1.48,0.72,1.71,31.21
0.17,-0.07,0.97,4.67,0.66,1.39,31.17
0.18,-0.06,0.98,3.53,0.06,1.62,31.17
0.18,-0.07,0.99,1.94,0.43,2.66,31.21
0.18,-0.06,0.95,-0.76,2.76,2.99,31.21
0.17,-0.06,0.94,-3.82,2.87,1.95,31.26
0.17,-0.07,0.94,-4.2,0.58,1.98,31.31
0.18,-0.06,0.95,-1.89,-0.29,2.09,31.35
0.18,-0.04,0.96,1.83,0.27,2.06,31.26
0.18,-0.06,0.96,1.54,-0.17,1.6,31.21
0.19,-0.04,0.98,1.04,-0.58,1.63,31.26
0.19,-0.05,0.97,1.73,1.02,1.5,31.26
0.18,-0.06,0.95,2.99,1.21,1.76,31.21
0.18,-0.06,0.94,2.49,0.37,2.08,31.26
0.18,-0.05,0.95,-0.81,-0.14,2.29,31.26
0.19,-0.04,0.95,-1.6,0.23,2.11,31.21
0.18,-0.05,0.96,-0.69,1.34,2.52,31.31
0.18,-0.05,0.96,0.98,1.08,2.72,31.26
0.19,-0.05,0.95,1.59,0.08,1.25,31.21
0.18,-0.05,0.96,1.05,-0.7,0.26,31.26
0.18,-0.05,0.96,1.37,-0.35,0.14,31.26
0.2,-0.05,0.96,0.02,1.07,-0.4,31.21
0.18,-0.05,0.98,-1.22,1.8,2.06,31.17
0.19,-0.05,0.96,-1.85,2.63,2.7,31.26
0.18,-0.05,0.94,-2.26,3.25,1.65,31.21
0.17,-0.04,0.92,-1.27,1.65,1.89,31.26
0.18,-0.05,0.92,-2.79,-0.75,-0.35,31.26
0.17,-0.05,0.94,-1.66,-2.73,-0.64,31.21
0.18,-0.05,0.95,0.11,-2.75,0.06,31.21
0.17,-0.05,0.96,-0.5,-2.56,0.24,31.17
0.18,-0.06,0.97,0.03,-2.93,0.35,31.31
0.18,-0.07,0.97,0.32,-2.75,0.6,31.31
0.18,-0.08,0.97,1.36,-3.08,0.17,31.17
0.19,-0.08,1.0,2.15,-2.44,1.97,31.21
0.2,-0.07,1.01,1.31,-0.56,2.32,31.21
0.19,-0.07,0.99,0.66,1.27,1.91,31.26
0.19,-0.07,0.97,0.4,2.06,0.96,31.21
0.19,-0.05,0.96,0.92,0.6,0.37,31.12
0.18,-0.05,0.96,1.74,-0.44,-1.24,31.26
0.18,-0.05,0.95,1.88,-1.13,-2.34,31.12
0.18,-0.05,0.97,0.38,-0.84,-1.59,31.21
0.17,-0.06,0.97,-1.74,0.34,-0.06,31.26
0.18,-0.07,0.98,-2.46,1.94,1.76,31.21
0.19,-0.06,0.96,-2.95,2.49,1.79,31.21
0.18,-0.06,0.96,-1.39,1.08,1.28,31.26
0.2,-0.06,0.96,0.75,-0.26,0.96,31.31
0.2,-0.07,0.96,3.63,-0.64,0.26,31.12
0.18,-0.06,0.97,3.4,0.06,0.37,31.26
0.18,-0.05,0.97,1.5,1.39,1.39,31.21
0.18,-0.06,0.96,1.8,3.01,2.31,31.31
0.19,-0.06,0.94,-0.05,3.66,2.7,31.35
0.19,-0.07,0.95,0.69,1.98,1.6,31.21
0.2,-0.05,0.95,2.95,1.02,1.76,31.21
0.2,-0.07,0.96,4.03,1.36,1.94,31.26
0.21,-0.07,0.96,1.71,2.69,2.11,31.21
0.2,-0.08,0.95,-1.19,3.77,2.84,31.21
0.2,-0.06,0.94,-2.27,4.56,2.11,31.26
0.19,-0.06,0.93,-0.49,4.11,0.81,31.21
0.2,-0.07,0.9,1.48,2.49,-0.21,31.21
0.21,-0.07,0.91,1.54,0.58,-0.67,31.26
0.22,-0.07,0.93,-1.16,0.99,1.62,31.21
0.23,-0.06,0.93,-2.73,3.07,3.34,31.21
0.25,-0.06,0.93,-5.91,5.77,4.27,31.26
0.25,-0.07,0.92,-5.6,5.88,4.93,31.12
0.26,-0.09,0.91,-2.75,6.23,6.55,31.21
0.2,-0.12,0.92,-11.86,7.71,8.76,31.4
0.24,-0.08,0.91,-1.44,6.52,8.93,31.17
0.25,-0.07,0.88,-4.49,10.38,9.5,31.21
0.24,-0.09,0.86,-8.56,8.08,11.66,31.07
0.25,-0.09,0.85,-16.44,5.63,11.97,31.26
0.26,-0.08,0.86,-20.09,5.37,13.5,31.21
0.27,-0.09,0.88,-16.5,3.53,11.16,31.17
0.29,-0.1,0.87,-7.82,0.41,7.91,31.17
0.29,-0.13,0.89,1.34,-3.02,7.1,31.21
0.31,-0.1,0.94,6.73,-3.62,5.53,31.26
0.36,-0.07,0.94,4.61,2.27,5.91,31.17
0.31,-0.09,0.96,-1.82,10.66,3.74,31.21
0.49,0.06,0.92,-10.6,15.28,2.67,31.21
0.38,-0.02,0.91,-18.93,18.44,4.31,31.26
0.36,-0.05,0.9,-18.03,18.15,3.79,31.21
0.36,-0.09,0.88,-16.46,17.62,2.06,31.17
0.35,-0.12,0.94,-21.59,19.21,-11.05,31.35
0.41,-0.18,1.02,-20.79,21.83,-11.97,31.21
0.38,-0.27,1.17,-11.48,35.56,-2.81,31.35
0.37,-0.28,1.3,5.68,55.4,11.76,31.17
0.38,-0.18,1.21,14.67,81.68,22.46,31.21
0.33,-0.07,1.02,5.33,95.33,19.97,31.17
0.3,0.05,0.8,1.69,86.14,25.01,31.17
0.15,-0.07,0.73,12.35,58.43,18.15,31.21
0.18,-0.11,0.68,28.78,28.99,-2.87,31.21
0.22,-0.09,0.92,49.5,8.24,-9.86,31.17
0.24,-0.15,1.03,56.21,5.71,-7.27,31.31
0.28,-0.14,1.06,40.32,17.05,-5.07,31.17
0.26,-0.15,1.12,17.42,26.5,-2.85,31.26
0.23,-0.09,1.1,-3.79,31.51,1.94,31.21
0.19,-0.02,1.04,-6.41,32.5,-2.26,31.21
0.17,0.08,0.98,-5.37,33.45,-2.21,31.26
0.15,0.09,0.89,-10.29,24.79,-7.45,31.21
0.16,0.06,0.86,-18.63,9.65,-17.31,31.21
0.16,-0.0,0.85,-16.02,-5.76,-31.34,31.26
0.16,-0.06,0.88,-4.52,-18.72,-37.36,31.21
0.17,-0.1,0.89,1.79,-25.62,-43.73,31.21
0.13,-0.17,0.93,0.2,-29.13,-40.87,31.17
0.11,-0.16,0.88,-4.4,-29.04,-27.18,31.12
0.09,-0.16,0.97,2.43,-29.3,-8.85,31.31
0.06,-0.13,0.96,9.08,-29.86,0.4,31.26
0.16,-0.01,0.95,-0.32,-28.2,0.55,31.17
0.21,0.07,0.91,-22.84,-27.48,-6.26,31.21
0.29,0.21,0.94,-48.47,-25.59,-32.2,31.17
0.34,0.19,1.04,-58.0,-20.05,-57.57,31.26
0.28,-0.1,1.01,-45.74,-16.96,-70.12,31.12
0.3,-0.14,0.98,-36.72,-20.69,-71.71,31.26
0.25,-0.2,1.03,-44.87,-26.55,-73.24,31.26
0.17,-0.21,1.08,-32.15,-29.94,-67.68,31.21
0.17,-0.14,1.13,-26.79,-20.46,-56.9,31.21
0.15,-0.14,1.12,-18.87,-10.27,-53.13,31.26
0.14,-0.16,0.98,-22.9,-6.24,-54.47,31.21
0.1,-0.18,0.95,-25.92,-11.54,-55.53,31.31
0.11,-0.17,0.92,-29.54,-19.04,-57.01,31.26
0.1,-0.18,0.85,-35.25,-24.82,-62.96,31.31
0.11,-0.17,0.86,-45.76,-26.32,-67.59,31.21
0.09,-0.13,0.92,-52.9,-27.98,-64.21,31.26
0.04,-0.13,0.94,-51.33,-28.35,-57.19,31.21
0.06,-0.15,0.97,-47.95,-26.41,-57.82,31.21
0.03,-0.14,0.95,-43.56,-22.93,-62.21,31.26
0.0,-0.14,1.0,-41.76,-20.64,-60.61,31.21
0.01,-0.16,0.98,-35.94,-17.16,-57.34,31.31
0.0,-0.23,0.94,-27.21,-13.94,-56.43,31.21
-0.0,-0.24,0.93,-22.98,-14.6,-50.18,31.21
0.01,-0.28,0.91,-26.03,-14.58,-46.61,31.12
0.03,-0.3,0.89,-27.98,-12.24,-47.34,31.26
0.03,-0.33,0.93,-30.76,-7.16,-45.89,31.26
0.05,-0.31,0.95,-31.69,-3.3,-40.12,31.21
0.04,-0.32,0.93,-36.12,1.98,-40.0,31.26
0.04,-0.27,0.96,-34.81,6.21,-34.92,31.26
0.08,-0.23,0.89,-35.44,11.51,-34.69,31.31
0.06,-0.24,0.91,-37.24,12.09,-40.96,31.26
0.11,-0.2,0.91,-31.36,11.07,-38.5,31.26
0.09,-0.24,0.85,-17.82,9.33,-41.3,31.21
0.01,-0.24,0.9,10.89,3.97,-30.38,31.21
0.1,-0.32,0.87,26.67,-1.08,-26.75,31.26
0.08,-0.32,0.94,39.34,-5.89,-23.27,31.21
0.12,-0.26,0.97,21.95,-2.18,-26.82,31.26
0.13,-0.24,1.01,1.42,8.66,-30.03,31.26
0.11,-0.19,0.95,-12.38,26.58,-34.18,31.31
0.14,-0.2,0.94,-12.93,36.05,-43.4,31.17
0.12,-0.22,0.87,-1.21,36.34,-48.4,31.26
