acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.32,0.01,0.93,-1.68,-0.35,-2.06,30.55
0.32,0.01,0.93,-0.93,-0.75,-2.56,30.6
0.32,-0.02,0.94,-0.69,-0.15,-0.93,30.51
0.32,-0.02,0.94,-0.44,1.01,0.92,30.46
0.33,-0.01,0.97,-3.1,3.59,3.57,30.46
0.33,-0.02,0.96,-5.42,5.44,4.44,30.51
0.33,-0.01,0.93,-5.95,6.5,5.15,30.55
0.33,0.0,0.92,-9.66,7.53,5.15,30.46
0.34,0.04,0.95,-13.73,8.4,6.52,30.6
0.31,0.01,0.94,-15.83,10.5,5.33,30.55
0.31,-0.01,0.91,-10.27,10.64,3.57,30.46
0.29,-0.03,0.92,-2.43,7.34,1.97,30.55
0.29,-0.04,0.92,5.88,1.15,1.45,30.51
0.29,-0.04,0.9,8.52,-2.05,-0.08,30.55
0.3,-0.02,0.89,7.18,-3.69,-5.1,30.51
0.32,0.01,0.91,4.89,-3.6,-5.34,30.51
0.32,0.0,0.92,3.82,-4.7,-4.58,30.55
0.32,0.01,0.92,4.18,-6.52,-2.46,30.51
0.31,-0.01,0.94,7.44,-7.69,-1.13,30.51
0.33,0.0,0.96,10.47,-6.05,-0.24,30.46
0.33,0.0,0.95,9.74,-3.71,0.44,30.55
0.34,0.01,0.94,5.34,-2.46,-1.1,30.6
0.35,0.03,0.95,-0.87,0.64,0.85,30.55
0.32,-0.02,0.94,-3.11,1.66,2.15,30.55
0.33,0.0,0.92,-3.97,1.54,2.9,30.51
0.34,0.01,0.94,-5.27,1.18,2.9,30.46
0.34,0.01,0.92,-1.39,0.12,1.31,30.55
0.33,0.02,0.91,-0.63,-0.32,-1.51,30.51
0.32,0.01,0.94,-1.48,-2.14,-1.69,30.51
0.32,-0.01,0.93,-1.8,-1.62,-1.5,30.55
0.32,-0.0,0.95,0.92,0.09,0.14,30.51
0.32,0.0,0.93,-1.11,1.82,-0.17,30.6
0.32,0.01,0.92,-3.95,1.16,-0.02,30.55
0.32,-0.0,0.94,-3.44,1.05,0.53,30.51
0.32,-0.02,0.94,0.6,0.79,0.72,30.51
0.32,-0.02,0.93,2.38,0.44,1.16,30.55
0.32,-0.01,0.94,1.11,-0.99,2.21,30.46
0.33,-0.0,0.92,-2.4,0.37,0.73,30.51
0.32,-0.01,0.92,-0.76,0.55,0.46,30.46
0.32,-0.01,0.94,1.39,-0.93,0.35,30.55
0.32,-0.01,0.94,2.6,-2.12,0.15,30.6
0.34,0.01,0.93,2.5,-0.76,-1.15,30.55
0.32,-0.0,0.93,1.34,1.13,0.03,30.55
0.32,-0.01,0.94,0.75,2.21,1.21,30.6
0.34,0.01,0.94,-0.6,2.9,0.58,30.46
0.33,0.02,0.92,-0.69,2.21,1.91,30.55
0.32,0.01,0.92,1.63,1.56,3.97,30.51
0.32,0.01,0.92,0.66,1.65,4.5,30.51
0.32,0.0,0.91,2.52,2.03,4.41,30.55
0.33,0.02,0.92,1.02,3.31,3.94,30.46
0.32,0.02,0.95,2.58,2.35,4.73,30.51
0.33,0.02,0.93,5.42,1.89,4.0,30.65
0.34,0.04,0.92,7.18,3.76,3.3,30.6
0.32,0.02,0.93,7.91,3.79,2.29,30.51
0.33,0.01,0.91,8.82,4.21,0.67,30.46
0.32,0.01,0.91,7.59,5.37,1.31,30.51
0.32,-0.0,0.88,9.79,4.56,2.5,30.51
0.34,0.04,0.9,9.59,2.34,-0.99,30.55
0.34,0.04,0.9,13.54,0.92,-6.49,30.46
0.34,0.03,0.94,25.83,0.08,-9.59,30.51
0.35,0.04,0.94,33.71,3.48,-8.96,30.55
0.32,-0.02,0.9,36.82,5.47,-6.98,30.55
0.35,0.0,0.87,28.93,10.47,-3.1,30.51
0.35,0.04,0.83,16.85,14.0,-0.7,30.55
0.36,0.09,0.8,2.81,17.6,-1.5,30.55
0.31,0.07,0.79,-0.14,13.47,-5.89,30.51
0.31,0.09,0.75,6.76,9.36,-9.56,30.6
0.31,0.09,0.76,18.98,4.12,-11.21,30.55
0.29,0.08,0.79,30.76,0.63,-12.15,30.6
0.28,0.08,0.79,36.05,1.02,-11.05,30.6
0.24,0.04,0.77,38.02,2.61,-8.05,30.55
0.22,0.04,0.74,36.56,4.09,-0.49,30.51
0.26,0.12,0.76,25.22,5.22,4.64,30.51
0.27,0.14,0.72,17.08,4.49,5.77,30.55
0.27,0.16,0.7,17.74,6.37,9.63,30.55
0.26,0.16,0.74,23.51,4.09,13.94,30.51
0.29,0.19,0.72,23.77,2.17,12.75,30.55
0.29,0.2,0.71,20.24,2.4,7.34,30.55
0.28,0.22,0.69,15.98,3.95,-2.0,30.6
0.26,0.22,0.66,14.84,-0.93,-13.34,30.51
0.25,0.21,0.66,20.93,-5.82,-25.18,30.55
0.23,0.17,0.61,35.63,-9.56,-35.74,30.6
0.19,0.1,0.6,56.14,-11.33,-43.04,30.51
0.14,-0.08,0.57,86.5,-14.73,-34.73,30.65
0.08,-0.19,0.53,97.92,-16.08,-19.86,30.55
0.05,-0.21,0.52,87.97,-21.88,3.1,30.6
0.07,-0.2,0.49,59.63,-17.77,23.15,30.46
0.08,-0.11,0.49,34.37,-8.47,39.79,30.55
0.09,-0.06,0.51,23.59,2.11,52.81,30.6
0.16,0.02,0.43,21.94,6.96,56.95,30.46
0.24,0.12,0.43,15.54,1.95,51.73,30.65
0.28,0.2,0.51,12.35,-10.35,48.58,30.51
0.34,0.26,0.59,15.51,-16.9,41.95,30.6
0.39,0.27,0.63,22.38,-15.13,29.79,30.55
0.38,0.31,0.71,20.82,-8.81,17.76,30.51
0.38,0.31,0.72,22.84,-7.91,3.68,30.6
0.38,0.33,0.69,29.77,-5.28,-6.08,30.65
0.31,0.23,0.65,42.7,-6.43,-13.54,30.55
0.21,0.21,0.64,57.69,-14.31,-15.04,30.51
0.16,0.24,0.62,57.27,-21.3,-10.47,30.55
0.08,0.19,0.6,41.8,-26.03,-2.73,30.46
0.07,0.21,0.63,17.48,-25.08,10.5,30.51
0.14,0.25,0.65,-2.35,-21.25,18.44,30.55
0.24,0.29,0.69,-18.12,-16.44,20.24,30.55
0.31,0.35,0.78,-31.91,-15.77,21.69,30.6
0.32,0.37,0.88,-49.73,-9.53,20.44,30.51
0.33,0.38,0.9,-66.84,0.18,19.08,30.46
0.29,0.4,0.85,-79.31,12.37,18.93,30.6
0.21,0.36,0.85,-83.69,13.98,17.66,30.51
0.17,0.3,0.82,-83.18,12.84,22.63,30.65
0.18,0.19,0.7,-72.41,10.89,28.26,30.55
0.24,0.15,0.67,-65.48,11.04,40.6,30.51
0.38,0.19,0.73,-78.2,8.93,45.51,30.55
0.46,0.28,0.84,-106.24,4.17,41.8,30.55
0.56,0.34,0.87,-125.57,6.72,27.79,30.6
0.51,0.32,0.91,-119.66,14.05,13.11,30.55
0.44,0.25,0.94,-96.27,16.38,-2.35,30.55
0.36,0.15,0.89,-71.18,15.65,-10.96,30.6
0.35,0.07,0.83,-63.69,10.6,-18.0,30.6
0.37,-0.01,0.77,-79.54,8.05,-21.34,30.55
0.43,-0.02,0.79,-93.77,-11.45,-15.04,30.51
0.49,-0.07,0.92,-97.01,-33.69,-20.09,30.51
0.53,-0.26,1.19,-76.06,-49.3,-19.24,30.46
0.57,-0.34,1.39,-50.93,-48.61,-19.94,30.6
0.56,-0.35,1.53,-45.56,-33.36,-21.47,30.51
0.55,-0.26,1.52,-68.21,-2.95,-20.18,30.46
0.53,-0.22,1.38,-90.56,23.76,-22.2,30.55
0.52,-0.27,1.18,-79.73,33.68,-24.14,30.6
0.54,-0.28,1.08,-53.98,17.53,-32.53,30.65
0.58,-0.29,1.09,-21.07,-13.33,-45.44,30.46
0.54,-0.36,1.16,-2.99,-32.31,-49.31,30.51
0.55,-0.31,1.35,-9.97,-28.66,-47.05,30.46
0.5,-0.34,1.46,-25.79,-6.72,-39.74,30.46
0.48,-0.28,1.47,-38.09,23.1,-27.57,30.6
0.52,-0.25,1.39,-39.69,45.39,-29.19,30.6
0.46,-0.24,1.25,-43.01,52.85,-35.66,30.55
0.42,-0.15,1.2,-43.24,48.2,-32.11,30.41
0.45,-0.1,1.11,-35.01,45.27,-27.86,30.51
0.39,-0.11,1.0,-24.09,44.64,-29.98,30.55
0.38,-0.1,0.98,-9.69,34.27,-32.03,30.46
0.31,-0.26,0.95,19.22,19.33,-27.11,30.51
0.37,-0.23,0.95,43.95,8.43,-29.74,30.46
0.36,-0.19,0.95,45.47,3.77,-28.79,30.46
0.41,-0.14,1.03,13.11,3.42,-27.18,30.51
0.44,-0.07,1.05,-40.26,14.09,-33.1,30.51
0.45,-0.01,1.08,-70.75,28.24,-40.85,30.46
0.48,0.02,1.03,-88.24,42.08,-62.85,30.51
0.4,0.02,1.02,-78.46,40.85,-65.62,30.51
0.32,-0.07,0.97,-61.89,33.98,-57.3,30.55
0.27,-0.18,0.92,-43.04,25.01,-41.65,30.51
0.33,-0.24,0.88,-44.84,17.07,-31.01,30.51
0.33,-0.25,1.0,-44.96,4.4,-16.95,30.55
0.37,-0.22,1.09,-32.98,-1.21,-6.64,30.46
0.34,-0.26,1.17,1.47,-1.79,9.6,30.6
0.37,-0.28,1.15,35.25,2.67,9.73,30.55
0.39,-0.26,1.15,49.56,7.47,5.36,30.55
0.39,-0.28,1.06,38.96,5.11,-7.11,30.6
0.38,-0.28,0.97,2.98,6.05,-21.19,30.51
0.34,-0.27,1.03,-25.82,3.94,-24.05,30.46
0.33,-0.25,1.04,-41.59,5.25,-24.21,30.51
0.35,-0.21,1.01,-50.43,9.57,-27.05,30.6
0.31,-0.22,1.05,-51.39,8.63,-30.85,30.46
0.31,-0.2,1.03,-47.08,9.4,-32.58,30.51
0.29,-0.23,1.01,-32.66,8.27,-27.11,30.51
0.3,-0.28,1.01,-16.31,4.81,-22.89,30.55
0.28,-0.27,1.05,-11.57,-1.16,-19.37,30.46
0.32,-0.21,1.02,-11.27,-4.63,-15.98,30.51
0.34,-0.19,0.98,-11.57,-2.34,-10.26,30.55
0.37,-0.18,0.95,-14.32,-2.7,-8.15,30.55
0.42,-0.1,0.91,-17.04,-10.79,-9.45,30.51
0.45,-0.09,0.94,-25.51,-18.72,-14.03,30.46
0.42,-0.23,1.0,-18.35,-28.61,-17.88,30.55
0.42,-0.27,1.04,-4.82,-31.66,-14.9,30.51
0.45,-0.24,1.17,8.12,-31.22,-12.82,30.6
0.45,-0.21,1.24,17.83,-23.13,-11.65,30.46
0.44,-0.16,1.25,25.98,-8.23,-8.81,30.6
0.42,-0.17,1.18,30.53,7.62,-9.86,30.51
0.36,-0.2,1.04,27.01,14.08,-10.98,30.46
0.33,-0.2,0.96,14.47,11.02,-9.18,30.55
0.32,-0.21,0.9,-3.11,7.19,-9.25,30.51
0.3,-0.17,0.9,-17.02,4.27,-3.74,30.55
0.31,-0.17,0.9,-24.58,4.27,-1.33,30.55
0.3,-0.22,0.94,-26.92,3.85,0.29,30.41
