acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.16,0.02,0.96,14.79,0.87,3.24,31.12
0.16,0.03,0.94,6.4,0.69,1.01,31.21
0.16,0.03,0.96,-2.18,0.11,-0.12,31.26
0.16,0.03,0.95,-1.77,-0.26,1.33,31.12
0.16,0.03,0.97,0.85,0.52,0.4,31.07
0.16,0.02,0.97,0.98,-0.52,-0.2,31.07
0.17,0.02,0.96,-5.37,-0.53,-1.89,31.12
0.17,0.03,0.96,-10.58,0.24,-2.35,31.21
0.18,0.06,0.95,-15.6,1.44,-1.02,31.17
0.15,0.04,1.0,-10.64,1.69,0.52,31.21
0.16,0.03,0.95,-6.11,2.53,-0.78,31.21
0.15,0.03,0.96,-0.84,1.28,-0.56,31.17
0.16,0.03,0.96,-0.31,-0.46,1.07,31.21
0.17,0.03,0.97,1.76,-0.2,2.29,31.12
0.16,0.02,0.95,1.82,0.43,0.93,31.17
0.16,0.02,0.98,-1.22,0.14,0.08,31.12
0.16,0.01,0.96,-6.78,-1.05,-0.43,31.12
0.15,0.02,0.95,-10.72,-2.63,-2.95,31.17
0.17,0.03,1.01,-2.32,-1.4,1.3,31.12
0.16,0.03,0.98,2.95,1.71,3.07,31.12
0.17,0.04,0.96,2.81,1.42,1.25,31.17
0.16,0.03,0.97,0.2,1.04,1.02,31.12
0.17,0.01,0.97,2.35,0.7,1.59,31.21
0.17,0.04,0.98,2.89,1.63,1.71,31.26
0.16,0.03,0.98,1.16,1.68,1.53,31.12
0.16,0.02,0.96,-5.44,2.41,0.43,31.21
0.16,0.02,0.97,-9.45,2.64,0.03,31.07
0.16,0.0,0.97,-6.52,1.92,0.35,31.12
0.16,0.02,0.95,-5.31,1.19,-0.4,31.12
0.15,0.02,0.99,-0.32,-1.22,1.31,31.07
0.16,0.01,0.99,-0.09,-0.06,2.37,31.12
0.16,0.03,0.98,1.1,1.11,1.08,31.21
0.17,0.04,0.96,-1.59,2.18,-0.03,31.17
0.16,0.02,0.98,-0.96,1.45,1.39,31.12
0.16,0.04,1.0,-1.36,1.25,4.05,31.12
0.16,0.01,0.95,2.08,1.56,3.63,31.07
0.16,0.02,0.95,-0.43,1.21,2.0,31.21
0.16,0.02,0.95,-5.53,-1.51,-0.44,31.12
0.16,0.01,0.97,-6.44,-1.97,-0.95,31.17
0.16,0.0,1.0,4.23,-0.67,2.02,31.12
0.16,0.02,0.97,8.72,1.74,2.11,31.12
0.16,0.03,0.97,5.05,0.37,2.55,31.07
0.16,0.01,1.0,1.95,-0.02,3.94,31.21
0.16,0.03,1.0,3.92,1.71,4.69,31.21
0.18,0.03,0.96,7.01,2.81,2.47,31.17
0.16,0.03,0.97,2.31,1.48,0.03,31.21
0.17,0.02,0.95,-7.22,-0.67,-1.51,31.12
