acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.21,-0.03,0.98,4.81,0.53,1.66,30.13
0.2,-0.04,0.98,1.71,0.49,2.64,30.13
0.2,-0.04,0.97,-1.71,1.85,3.1,29.99
0.2,-0.04,0.96,-3.59,2.76,3.33,30.08
0.19,-0.03,0.96,-4.12,2.03,2.2,30.13
0.2,-0.01,0.96,-3.73,0.26,1.6,30.13
0.2,-0.02,0.95,0.03,-1.02,0.43,30.08
0.19,0.0,0.97,4.09,0.06,1.97,30.08
0.2,-0.02,0.99,7.69,0.41,2.12,30.04
0.19,-0.02,0.96,8.46,0.44,2.64,30.08
0.2,-0.01,0.94,4.31,0.93,1.02,30.08
0.2,-0.0,0.94,-3.21,0.44,0.93,30.13
0.2,-0.02,0.96,-7.53,0.26,1.47,30.04
0.2,-0.02,0.95,-6.03,0.99,1.4,29.99
0.21,-0.03,0.97,-2.69,0.61,0.96,30.13
0.2,-0.02,0.96,0.24,-1.05,0.67,30.13
0.19,-0.02,1.0,5.07,-1.34,2.11,30.08
0.2,-0.04,1.0,7.6,1.68,1.63,29.99
0.2,-0.02,0.97,5.11,3.73,2.41,30.13
0.2,-0.02,0.95,1.66,2.78,2.34,30.04
0.2,-0.03,0.96,1.77,1.42,2.58,30.08
0.21,-0.02,0.94,0.47,2.14,2.24,30.08
0.19,-0.04,0.95,-3.57,0.46,1.42,30.04
0.19,-0.03,0.95,-4.6,0.08,0.81,30.08
0.19,-0.03,0.96,-5.44,1.44,0.26,30.18
0.18,-0.03,0.96,-4.7,0.26,1.02,30.04
0.19,-0.03,0.96,-3.04,-0.99,1.05,30.08
0.2,-0.03,0.99,0.46,0.11,1.1,29.99
0.2,-0.03,0.96,0.76,1.19,0.29,30.13
0.19,-0.04,0.97,0.61,-0.43,0.12,30.13
0.19,-0.04,0.98,2.41,-0.79,1.08,30.08
0.2,-0.03,0.98,2.15,0.43,3.19,30.08
0.19,-0.04,0.98,5.54,1.59,4.24,30.13
0.19,-0.05,0.96,4.6,3.45,3.08,30.08
0.19,-0.03,0.95,0.85,2.7,0.35,30.08
0.2,-0.02,0.96,-3.01,0.67,1.02,30.08
0.19,-0.02,0.97,-2.41,1.11,2.18,30.13
0.19,-0.03,0.97,1.65,2.0,2.56,30.08
0.2,-0.03,0.93,0.35,1.01,-0.31,30.04
0.18,-0.04,0.93,0.05,-2.46,0.38,30.13
0.18,-0.04,0.98,4.5,-3.25,2.05,30.08
0.19,-0.04,0.99,7.89,-1.05,3.82,30.08
0.19,-0.03,0.98,5.33,0.15,3.62,30.13
0.2,-0.04,0.96,2.05,0.44,3.33,30.04
0.2,-0.02,0.96,-1.73,1.18,1.51,30.08
0.2,-0.03,0.97,-2.84,0.92,1.62,30.13
0.2,-0.03,0.97,-0.4,0.96,1.6,30.13
0.19,-0.02,0.95,2.55,1.5,1.56,30.08
0.2,-0.03,0.97,8.58,-0.12,3.63,30.08
0.2,-0.05,0.95,11.85,-0.6,3.31,30.04
0.2,-0.04,0.96,11.85,-1.62,2.81,30.13
