acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.32,-0.06,0.92,2.75,-0.93,0.29,30.6
0.31,-0.07,0.93,0.85,-0.73,0.5,30.69
0.34,-0.06,0.91,-0.09,2.05,-0.23,30.46
0.32,-0.03,0.95,-2.53,3.02,3.45,30.65
0.33,-0.04,0.93,-5.02,2.53,4.38,30.6
0.34,-0.03,0.93,-5.27,3.05,2.67,30.55
0.33,-0.04,0.93,-0.89,3.73,1.37,30.55
0.32,-0.04,0.92,1.97,2.84,-1.01,30.6
0.31,-0.06,0.91,5.51,0.08,-1.24,30.6
0.31,-0.06,0.89,2.2,-2.14,-0.87,30.55
0.3,-0.07,0.92,-2.23,-3.21,-1.62,30.65
0.32,-0.06,0.93,1.44,-1.4,-0.15,30.6
0.33,-0.04,0.92,3.92,0.31,-0.66,30.55
0.3,-0.06,0.92,2.4,-1.74,0.09,30.65
0.32,-0.05,0.94,1.54,-1.77,1.02,30.6
0.33,-0.05,0.95,1.56,0.7,0.98,30.51
0.34,-0.03,0.96,1.04,2.63,0.02,30.55
0.34,-0.03,0.94,1.02,3.21,1.51,30.65
0.33,-0.05,0.94,2.7,3.45,2.35,30.6
0.32,-0.06,0.92,2.0,3.76,1.66,30.55
0.31,-0.07,0.92,1.47,4.14,1.54,30.51
0.32,-0.07,0.91,0.87,3.63,1.13,30.6
0.3,-0.07,0.93,0.08,1.66,2.23,30.74
0.31,-0.07,0.92,1.05,0.37,4.38,30.55
0.31,-0.05,0.93,2.5,0.92,5.28,30.6
0.33,-0.02,0.92,2.15,0.76,4.43,30.55
0.32,-0.02,0.92,1.45,-0.61,3.11,30.65
0.33,0.0,0.94,2.27,-0.64,1.79,30.6
0.31,-0.02,0.95,3.25,-0.11,-0.6,30.69
0.31,-0.02,0.93,1.86,1.21,-0.15,30.55
0.32,-0.04,0.91,-2.93,1.79,0.84,30.65
0.31,-0.06,0.89,-5.47,0.52,0.41,30.6
0.31,-0.06,0.91,-4.06,-1.74,-0.56,30.55
0.32,-0.05,0.95,-0.27,-2.53,1.24,30.55
0.34,-0.06,0.95,0.92,-2.6,1.59,30.6
0.33,-0.06,0.94,1.19,-1.91,0.7,30.65
0.32,-0.07,0.95,1.21,-0.53,0.18,30.65
0.32,-0.06,0.94,4.05,-1.07,1.13,30.6
0.33,-0.07,0.95,5.22,-0.53,1.39,30.6
0.33,-0.06,0.93,2.26,1.27,2.95,30.65
0.33,-0.06,0.92,-1.82,2.06,3.01,30.65
0.34,-0.04,0.95,-3.66,2.75,5.63,30.6
0.33,-0.05,0.96,-2.35,3.16,6.63,30.65
0.35,-0.02,0.96,-2.93,5.82,6.26,30.55
0.33,-0.05,0.95,-0.06,6.41,4.79,30.55
0.32,-0.06,0.92,2.78,6.32,3.59,30.6
0.31,-0.06,0.9,6.21,3.57,3.44,30.65
0.3,-0.06,0.91,10.9,-0.43,3.13,30.6
0.31,-0.05,0.92,15.51,-2.76,2.49,30.6
0.32,-0.03,0.91,14.92,-2.9,1.59,30.65
0.31,-0.04,0.92,16.81,-3.95,1.44,30.55
0.32,-0.02,0.92,20.98,-4.95,0.75,30.51
0.33,-0.0,0.92,22.49,-4.46,-1.16,30.55
0.35,0.03,0.93,22.73,-2.38,-1.48,30.65
0.35,0.04,0.94,13.94,0.49,-1.05,30.6
0.34,0.0,0.95,9.57,5.31,0.56,30.6
0.34,-0.02,0.94,5.45,10.03,0.52,30.55
0.35,-0.0,0.92,1.34,10.89,1.28,30.65
0.33,-0.03,0.91,-1.04,8.89,0.87,30.6
0.33,-0.01,0.92,-2.24,8.21,0.64,30.46
0.32,-0.01,0.9,-2.82,7.82,-0.98,30.65
0.31,-0.01,0.91,0.44,6.92,-3.53,30.6
0.3,-0.02,0.92,6.61,5.39,-5.02,30.51
0.3,-0.0,0.92,11.11,3.6,-6.82,30.55
0.32,0.01,0.92,13.19,2.09,-6.84,30.6
0.32,0.02,0.92,9.91,4.14,-5.97,30.6
0.31,0.01,0.9,5.11,5.77,-7.86,30.55
0.3,0.01,0.92,2.76,7.63,-6.92,30.65
0.3,0.01,0.91,2.37,8.78,-6.44,30.6
0.29,-0.01,0.92,4.31,8.56,-5.47,30.55
0.28,-0.03,0.91,8.89,8.72,-7.08,30.65
0.27,-0.01,0.91,9.27,11.65,-8.09,30.65
0.27,-0.03,0.92,7.44,13.94,-7.95,30.6
0.27,-0.02,0.9,6.47,18.27,-7.66,30.65
0.29,0.02,0.87,7.79,22.05,-5.19,30.51
0.26,-0.01,0.84,6.79,22.67,-6.58,30.6
0.27,0.03,0.8,10.18,20.78,-3.95,30.65
0.23,0.01,0.75,18.81,16.11,-4.21,30.55
