acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.28,0.06,0.94,-1.88,-3.36,0.58,30.88
0.29,0.05,0.95,-0.52,-2.58,-0.61,30.84
0.29,0.05,0.96,0.52,-2.29,-0.26,30.93
0.28,0.03,0.97,1.83,-2.0,0.5,30.88
0.28,0.03,0.97,1.56,-0.7,0.18,30.84
0.28,0.03,0.97,0.96,0.63,0.58,30.84
0.28,0.03,0.97,1.59,1.73,1.85,30.88
0.28,0.04,0.97,2.09,2.27,3.31,30.84
0.28,0.03,0.96,2.31,2.2,2.34,30.84
0.28,0.02,0.93,2.24,1.82,1.1,30.88
0.27,0.03,0.95,0.02,0.53,1.04,30.69
0.27,0.04,0.94,-3.3,0.64,0.27,30.84
0.27,0.03,0.94,-4.7,1.04,0.12,30.88
0.26,0.03,0.96,-2.75,1.68,0.89,30.79
0.27,0.04,0.95,0.17,1.79,1.15,30.84
0.25,0.03,0.95,3.01,0.47,3.11,30.84
0.26,0.02,0.94,5.16,-0.23,2.72,30.79
0.26,0.02,0.94,2.82,-0.26,2.61,30.93
0.27,0.04,0.94,0.92,-0.44,3.08,30.84
0.28,0.04,0.94,0.43,0.15,3.39,30.88
0.27,0.05,0.94,1.53,0.23,2.95,30.84
0.29,0.05,0.93,1.1,-0.43,1.4,30.84
0.28,0.06,0.94,-0.49,-0.72,1.4,30.79
0.27,0.06,0.94,-0.2,0.38,0.76,30.93
0.27,0.04,0.93,-1.62,1.16,-0.75,30.84
0.26,0.03,0.92,-4.05,0.34,-0.5,30.79
0.26,0.03,0.93,-3.19,-0.49,1.11,30.88
0.26,0.04,0.94,-1.42,0.12,1.8,30.84
0.26,0.02,0.94,0.02,-0.09,1.33,30.74
0.27,0.03,0.93,-0.31,-1.13,1.82,30.88
0.27,0.04,0.95,-0.14,-1.31,3.56,30.84
0.28,0.05,0.94,1.48,0.02,2.72,30.74
0.27,0.04,0.95,1.74,1.33,2.9,30.79
0.28,0.04,0.94,3.28,1.02,3.65,30.84
0.28,0.04,0.93,2.4,0.64,2.72,30.74
0.27,0.03,0.93,0.58,-0.4,1.71,30.79
0.28,0.02,0.92,-1.82,-0.41,0.76,30.84
0.27,0.04,0.94,-4.35,-0.84,0.79,30.74
0.27,0.04,0.95,-4.69,-0.6,1.1,30.88
0.28,0.04,0.95,-2.35,-0.58,0.11,30.88
0.28,0.04,0.95,-0.27,-0.44,0.38,30.84
0.28,0.04,0.96,1.45,-0.37,2.66,30.93
0.28,0.03,0.94,-0.02,0.12,2.44,30.88
0.28,0.05,0.95,-1.31,1.04,2.69,30.84
0.28,0.04,0.94,-1.91,1.74,2.89,30.84
0.28,0.04,0.93,-2.99,1.62,1.88,30.79
0.28,0.04,0.92,-2.89,0.18,1.88,30.93
0.27,0.03,0.92,-2.41,-1.24,1.47,30.74
0.29,0.03,0.94,-0.7,-2.52,1.73,30.79
0.29,0.04,0.95,1.62,-2.89,2.34,30.93
0.29,0.03,0.98,3.25,-1.77,2.63,30.84
0.29,0.03,0.98,7.57,-0.2,4.44,30.79
0.29,0.03,0.96,7.11,2.46,4.96,30.88
0.29,0.03,0.95,4.24,2.6,5.01,30.74
0.29,0.04,0.93,2.72,2.75,5.08,30.84
0.29,0.04,0.92,2.09,2.64,2.92,30.79
0.28,0.03,0.93,1.3,1.24,0.98,30.84
0.28,0.04,0.95,1.66,0.02,0.03,30.88
0.3,0.04,0.96,-0.31,0.24,-0.66,30.88
0.28,0.04,0.97,0.37,1.88,1.02,30.84
0.27,0.02,0.95,1.15,3.65,1.36,30.74
0.27,0.02,0.95,1.62,3.36,1.71,30.88
0.27,0.03,0.96,5.57,2.81,3.05,30.84
0.27,0.03,0.93,6.2,2.69,2.18,30.84
0.26,0.02,0.94,4.2,1.95,0.81,30.79
0.27,0.04,0.94,2.26,2.11,1.48,30.79
0.27,0.04,0.93,-0.12,1.82,1.37,30.84
0.26,0.04,0.93,1.69,1.76,2.15,30.84
0.26,0.04,0.92,2.99,1.48,1.1,30.79
0.26,0.05,0.93,1.22,1.08,0.47,30.84
0.26,0.06,0.94,0.2,0.44,1.21,30.79
0.26,0.04,0.93,0.73,1.6,1.62,30.79
0.27,0.03,0.95,1.48,2.38,1.45,30.84
0.26,0.02,0.96,0.9,1.63,1.07,30.84
0.25,0.01,0.95,-1.07,2.84,1.91,30.88
0.25,0.01,0.96,-3.24,3.28,1.79,30.93
0.26,0.05,0.98,-5.02,3.59,-0.37,30.84
0.23,0.03,0.93,0.56,0.11,-8.66,30.79
0.2,-0.01,0.98,11.97,-7.28,-17.54,30.79
0.17,-0.06,1.06,22.15,-15.04,-18.53,30.84
0.16,-0.13,1.09,28.64,-16.34,-16.81,30.93
0.11,-0.18,1.12,24.41,-9.19,-11.45,30.88
0.09,-0.25,1.16,26.06,1.44,-1.53,30.84
0.09,-0.32,1.22,26.85,11.16,14.05,30.84
0.08,-0.31,1.24,19.65,19.33,29.28,30.79
0.08,-0.26,1.21,5.08,29.3,41.53,30.74
0.1,-0.16,1.17,-10.06,39.27,48.26,30.84
0.11,-0.07,1.11,-16.41,43.76,49.95,30.79
0.13,0.03,1.06,-9.44,36.58,45.4,30.74
0.09,0.06,1.04,0.92,23.89,34.84,30.84
0.06,0.07,1.02,23.6,11.92,24.63,30.88
0.04,0.06,1.02,39.59,7.5,18.9,30.88
0.02,0.02,1.05,49.85,3.68,17.05,30.74
