acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.23,-0.0,0.96,2.03,2.27,0.35,31.4
0.24,0.02,0.96,0.92,2.58,1.97,31.45
0.24,0.02,0.94,-1.08,1.11,1.68,31.4
0.23,0.01,0.94,0.98,-0.08,2.02,31.45
0.23,-0.0,0.94,1.51,-0.43,0.63,31.45
0.23,-0.0,0.96,-0.61,-0.41,0.53,31.49
0.22,-0.02,0.96,0.12,0.63,1.69,31.45
0.22,-0.01,0.95,-0.03,2.35,2.32,31.35
0.21,-0.01,0.96,2.06,1.6,3.86,31.49
0.21,-0.01,0.94,1.21,1.91,2.41,31.35
0.21,-0.01,0.94,0.4,1.39,1.02,31.31
0.23,0.01,0.95,-4.56,1.33,1.11,31.4
0.23,0.01,0.94,-7.57,1.07,1.68,31.35
0.23,-0.01,0.94,-7.94,1.27,0.87,31.4
0.21,-0.01,0.97,-1.53,-1.98,1.92,31.4
0.22,-0.02,0.99,2.96,-0.63,2.7,31.45
0.21,-0.03,0.99,4.53,1.27,3.95,31.49
0.22,-0.02,0.95,0.64,3.82,4.52,31.4
0.23,-0.02,0.95,-2.61,5.08,4.7,31.45
0.22,-0.01,0.96,-2.81,4.73,4.5,31.4
0.22,-0.0,0.94,-1.47,2.84,2.85,31.4
0.21,-0.01,0.95,1.92,0.43,2.89,31.54
0.22,-0.01,0.94,4.2,-0.63,1.5,31.4
0.21,-0.0,0.95,5.31,-0.31,0.29,31.4
0.22,-0.01,0.96,4.9,-0.03,0.66,31.35
0.22,-0.02,0.94,3.02,1.08,1.13,31.4
0.21,0.0,0.95,0.75,1.77,1.62,31.45
0.23,0.0,0.93,-3.76,1.69,1.25,31.35
0.22,0.0,0.94,-7.68,0.89,-0.55,31.49
0.22,0.01,0.96,-6.67,0.44,-0.37,31.45
0.22,0.0,0.97,-2.27,0.84,-0.7,31.45
0.21,-0.02,0.97,2.47,1.34,0.11,31.4
0.21,-0.02,0.96,4.72,1.22,-0.03,31.45
0.21,-0.01,0.95,2.89,1.42,0.89,31.45
0.21,-0.01,0.95,-0.96,1.08,0.46,31.4
0.22,-0.02,0.95,-3.98,1.18,-0.37,31.4
0.22,0.0,0.96,-1.95,1.07,1.57,31.35
0.22,0.0,0.96,-0.27,1.88,2.61,31.49
0.21,-0.01,0.94,0.08,1.16,1.83,31.45
0.21,-0.01,0.94,-1.56,1.02,0.46,31.35
0.21,-0.02,0.96,-2.29,1.1,0.98,31.4
0.21,-0.01,0.97,0.11,1.45,2.92,31.45
0.21,-0.01,0.96,1.68,2.93,3.79,31.45
0.21,-0.01,0.94,1.27,3.27,3.22,31.4
0.21,-0.02,0.93,0.67,0.9,1.39,31.45
0.21,-0.02,0.93,0.2,-0.79,1.28,31.4
0.22,-0.01,0.94,0.58,-1.08,0.61,31.4
0.22,-0.0,0.96,2.24,-1.5,0.35,31.45
0.22,-0.01,0.96,3.76,-0.69,1.22,31.49
0.21,-0.02,0.96,2.53,-0.56,0.55,31.49
0.22,-0.02,0.95,0.96,-0.47,-0.21,31.45
0.21,-0.03,0.97,0.87,0.18,0.14,31.4
0.22,-0.01,0.97,1.82,1.3,0.69,31.4
0.21,-0.02,0.96,1.11,1.85,0.95,31.45
0.2,-0.03,0.96,-0.64,1.68,1.83,31.49
0.2,-0.03,0.97,-2.85,2.7,2.14,31.49
0.2,-0.04,0.96,-0.92,3.33,1.44,31.45
0.19,-0.04,0.96,-0.06,2.84,2.21,31.4
0.18,-0.04,0.97,0.79,1.3,2.66,31.4
0.16,-0.05,0.97,1.15,0.75,3.4,31.45
0.15,-0.07,0.99,3.33,0.85,3.65,31.31
0.11,-0.1,1.03,6.6,1.11,5.68,31.49
0.07,-0.12,1.04,9.21,1.45,8.46,31.35
0.05,-0.13,1.06,8.99,2.53,12.0,31.4
0.02,-0.14,1.06,9.48,4.75,16.7,31.4
0.0,-0.15,1.02,13.97,5.54,19.4,31.45
-0.01,-0.16,1.05,17.24,3.79,23.88,31.4
0.01,-0.16,1.07,20.26,0.69,26.81,31.49
-0.02,-0.19,1.09,22.7,1.11,29.89,31.45
-0.03,-0.19,1.12,26.66,3.92,36.89,31.49
-0.03,-0.17,1.13,24.11,9.13,44.23,31.4
-0.07,-0.19,1.13,20.03,12.43,50.12,31.54
-0.09,-0.17,1.13,17.65,16.66,55.18,31.49
-0.12,-0.17,1.14,19.56,19.54,61.04,31.49
-0.12,-0.16,1.14,22.49,21.62,66.67,31.45
-0.12,-0.14,1.16,26.27,23.94,72.02,31.4
-0.12,-0.12,1.16,26.49,29.25,78.21,31.4
-0.13,-0.1,1.14,23.28,32.89,83.02,31.45
-0.12,-0.1,1.1,23.18,34.29,87.28,31.4
-0.18,-0.13,1.04,34.64,31.6,90.72,31.45
-0.18,-0.09,1.0,52.09,27.07,90.63,31.35
-0.18,-0.07,1.01,65.18,21.88,94.21,31.4
-0.17,-0.05,0.98,67.82,20.56,99.21,31.49
-0.15,-0.01,0.97,57.22,22.29,103.82,31.45
-0.16,0.01,0.97,42.0,24.73,107.24,31.49
-0.13,0.05,0.95,24.06,28.2,107.6,31.45
-0.1,0.08,0.94,9.71,30.08,104.76,31.45
-0.1,0.06,0.92,7.08,31.36,108.05,31.4
-0.1,0.05,0.94,4.5,27.18,112.53,31.45
-0.09,0.06,0.93,5.3,22.5,109.5,31.35
-0.08,0.05,0.93,9.18,20.44,107.1,31.4
-0.09,-0.01,0.91,16.18,19.25,106.24,31.45
-0.07,-0.02,0.86,19.88,17.08,105.88,31.35
-0.05,-0.02,0.86,22.9,12.67,110.0,31.4
-0.01,0.03,0.87,23.13,8.7,111.24,31.49
-0.0,0.03,0.86,17.53,7.34,112.41,31.45
0.02,0.06,0.86,8.56,6.12,110.84,31.31
0.06,0.12,0.88,1.25,7.63,107.01,31.54
0.08,0.11,0.88,-5.19,10.09,101.16,31.45
0.1,0.08,0.87,-6.84,9.24,97.94,31.4
0.1,0.04,0.83,-8.9,5.08,93.97,31.35
0.16,0.04,0.89,-8.79,-0.11,89.4,31.35
0.21,0.08,0.91,-10.2,0.43,82.55,31.49
0.26,0.11,0.89,-15.39,4.09,76.08,31.45
0.26,0.06,0.86,-12.6,3.44,73.28,31.4
0.27,0.03,0.85,-13.04,-0.6,69.28,31.4
0.29,0.03,0.87,-13.34,-7.68,64.79,31.45
0.32,0.05,0.87,-12.18,-9.85,60.76,31.4
0.33,0.03,0.89,-13.1,-9.13,54.64,31.4
0.36,0.01,0.9,-12.26,-9.85,49.11,31.35
0.35,0.01,0.93,-11.65,-11.59,43.65,31.4
0.38,0.03,0.98,-11.65,-9.59,33.82,31.4
0.4,0.02,1.01,-17.42,-0.82,23.8,31.35
0.38,-0.03,0.97,-26.34,7.36,20.26,31.45
0.4,-0.11,0.91,-34.95,11.6,17.71,31.31
0.38,-0.19,0.91,-30.18,7.22,17.04,31.45
0.44,-0.11,0.99,-30.55,4.49,17.21,31.35
0.42,-0.18,0.88,-21.13,13.51,5.66,31.49
0.37,-0.2,0.9,-25.6,9.19,5.3,31.49
