acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.15,0.04,0.91,-4.72,-6.58,-2.63,31.35
0.17,0.05,0.93,-8.7,-8.63,-2.47,31.4
0.18,0.05,0.97,-6.24,-7.79,-1.95,31.31
0.18,0.05,0.98,-5.1,-6.5,-1.83,31.45
0.21,0.08,1.02,-4.55,-7.31,-0.53,31.4
0.2,0.08,1.03,-7.05,-6.89,-1.85,31.31
0.2,0.07,1.04,-5.25,-4.18,-2.32,31.35
0.2,0.06,1.02,-2.99,-0.67,-2.49,31.4
0.2,0.07,1.01,-1.44,-0.66,-1.86,31.4
0.21,0.09,1.01,-7.13,-1.97,-0.92,31.26
0.2,0.08,1.0,-12.95,-1.4,0.17,31.31
0.18,0.03,1.01,-7.51,-0.24,1.19,31.31
0.18,0.03,1.01,-2.85,1.31,-1.15,31.35
0.18,0.02,1.0,4.56,0.31,-1.65,31.4
0.18,0.03,0.95,0.82,-0.18,-2.9,31.31
0.17,0.05,0.96,-5.97,-0.17,-1.37,31.26
0.16,0.05,0.92,-8.6,1.56,-1.13,31.31
0.15,0.05,0.92,-6.85,1.56,-0.69,31.4
0.15,0.05,0.91,-4.31,-0.89,-2.84,31.35
0.15,0.05,0.91,0.85,-4.32,-3.44,31.31
0.16,0.05,0.91,4.23,-5.8,-2.76,31.31
0.17,0.09,0.95,8.27,-4.78,0.75,31.26
0.18,0.07,0.97,10.73,-2.27,3.92,31.4
0.17,0.07,0.95,9.71,0.85,4.99,31.4
0.17,0.05,0.93,7.15,1.94,4.98,31.26
0.18,0.06,0.93,0.18,1.79,3.86,31.31
0.17,0.07,0.93,-4.44,1.39,4.05,31.31
0.17,0.06,0.92,-4.0,1.89,2.37,31.35
0.17,0.08,0.93,-3.25,1.31,-0.56,31.4
0.17,0.08,0.94,-0.99,-0.69,-0.52,31.21
0.17,0.06,0.93,0.95,-1.77,-0.37,31.35
0.17,0.07,0.96,3.74,-0.85,-0.03,31.31
0.18,0.05,0.97,5.5,0.72,0.58,31.4
0.18,0.05,0.98,4.12,1.47,2.38,31.35
0.17,0.03,0.98,2.24,1.91,4.17,31.45
0.19,0.05,0.97,0.15,4.44,5.24,31.4
0.17,0.05,0.95,-4.63,5.94,3.68,31.35
0.17,0.04,0.94,-9.04,3.94,0.75,31.31
0.18,0.05,0.95,-10.82,1.98,-1.15,31.31
0.18,0.03,0.96,-9.01,0.24,-1.25,31.35
0.18,0.02,0.97,-6.35,-0.41,-1.34,31.35
0.18,0.03,0.98,-4.0,-0.27,-1.59,31.31
0.18,0.05,0.99,-1.66,0.66,-0.69,31.31
0.18,0.03,0.99,2.11,1.4,2.26,31.35
0.19,0.03,0.98,5.79,1.6,1.94,31.4
0.19,0.05,0.99,8.47,2.12,3.07,31.35
0.18,0.05,0.96,10.78,2.02,0.82,31.35
0.2,0.08,0.96,9.68,2.34,-1.39,31.31
0.19,0.08,0.96,10.5,0.61,-3.15,31.35
0.19,0.08,0.94,7.51,-0.52,-6.47,31.35
0.2,0.1,0.93,8.47,-2.23,-9.8,31.31
0.19,0.1,0.92,10.11,-5.65,-16.89,31.35
0.17,0.1,0.96,13.21,-12.26,-22.2,31.35
0.19,0.08,0.96,21.92,-13.92,-26.43,31.31
0.19,0.07,0.97,21.85,-14.12,-25.33,31.4
0.17,0.01,0.94,19.45,-17.31,-23.6,31.35
0.11,-0.06,0.97,32.41,-16.02,-12.35,31.31
0.19,-0.0,0.93,23.82,-11.16,-23.3,31.35
0.18,0.03,1.0,11.68,-11.28,-17.34,31.35
0.2,0.07,0.95,-6.03,-5.76,-15.56,31.31
0.2,0.07,0.96,-18.49,0.66,-14.85,31.35
0.2,0.09,0.96,-22.6,3.31,-14.41,31.35
0.22,0.1,0.96,-24.03,2.84,-15.59,31.31
0.22,0.1,0.95,-25.42,2.6,-17.63,31.35
0.22,0.1,0.99,-20.96,3.94,-12.79,31.35
0.2,0.05,0.98,-13.97,8.44,-8.81,31.4
0.2,0.06,1.0,-7.44,11.73,-4.32,31.31
0.19,0.07,1.0,-4.46,13.22,3.62,31.26
0.22,0.08,0.98,-6.52,15.28,5.08,31.4
0.18,0.06,0.92,-14.12,16.08,4.47,31.35
0.17,0.07,0.92,-15.89,13.79,4.82,31.35
0.17,0.07,0.91,-13.85,10.15,2.64,31.31
0.17,0.09,0.91,-6.37,6.96,0.69,31.26
0.17,0.1,0.93,-0.72,4.2,-2.21,31.35
0.16,0.07,0.97,3.95,2.78,-1.24,31.4
0.17,0.05,0.96,4.93,4.17,-3.24,31.35
0.15,0.02,0.95,5.8,5.02,-4.61,31.35
0.14,0.01,0.96,7.62,2.95,-2.6,31.4
0.14,-0.01,0.97,7.68,1.39,-0.47,31.4
0.15,0.0,0.99,7.71,2.15,0.79,31.35
0.15,0.0,0.98,5.05,4.64,1.6,31.4
0.16,0.02,0.97,0.7,4.53,1.19,31.35
0.16,0.04,0.97,-7.36,3.89,0.26,31.26
0.14,0.03,0.96,-10.73,1.79,-0.95,31.4
0.14,0.04,0.95,-10.79,-0.08,-5.01,31.26
0.16,0.07,0.98,-10.41,-2.52,-7.94,31.35
0.17,0.07,0.96,-4.2,-5.54,-10.23,31.31
0.18,0.08,1.0,-1.95,-5.68,-6.41,31.35
0.09,0.02,1.07,9.95,-7.86,6.63,31.26
0.19,0.05,0.99,10.02,-2.31,-2.31,31.4
0.16,0.04,1.03,10.35,2.15,1.98,31.31
0.18,0.07,1.0,10.43,4.55,5.34,31.45
0.18,0.07,0.99,9.92,4.81,5.71,31.4
0.18,0.08,0.95,12.53,3.36,4.5,31.35
0.21,0.11,0.95,14.98,1.01,0.46,31.35
0.24,0.09,0.9,14.92,1.21,-4.23,31.4
0.21,0.12,0.93,7.31,-0.31,-11.28,31.35
0.22,0.13,0.96,0.79,-3.37,-12.73,31.35
0.22,0.1,0.96,-0.29,-1.3,-12.34,31.4
0.19,0.04,0.98,2.75,-0.87,-7.39,31.35
0.19,0.02,0.98,3.63,-0.09,-5.18,31.35
0.18,0.03,1.0,0.81,3.79,-0.09,31.4
0.17,0.06,1.0,0.73,9.27,3.3,31.4
0.18,0.06,0.95,-4.66,12.64,1.97,31.26
0.16,0.05,0.92,-6.08,10.32,1.21,31.4
0.14,0.04,0.91,-5.48,6.05,1.76,31.45
0.15,0.06,0.9,-4.92,3.36,1.66,31.35
0.12,0.05,0.92,-2.38,2.17,3.94,31.4
0.12,0.01,0.96,4.15,0.66,7.16,31.26
0.1,-0.03,0.93,8.0,-0.2,6.63,31.35
0.09,-0.02,0.95,8.14,-1.95,7.95,31.4
0.09,-0.03,0.96,4.03,-1.5,12.2,31.26
0.07,-0.04,0.95,-2.37,0.4,16.03,31.35
0.06,-0.04,0.95,-7.53,1.1,16.21,31.4
0.05,-0.04,0.96,-12.82,-0.15,15.95,31.4
0.05,-0.03,0.92,-12.56,-3.89,12.9,31.26
0.05,-0.03,0.92,-14.38,-8.99,12.27,31.4
0.07,-0.02,0.94,-16.53,-12.64,11.56,31.31
0.05,-0.02,0.99,-12.7,-17.02,13.21,31.35
0.05,-0.05,1.04,-0.92,-19.04,18.05,31.31
0.06,-0.07,1.04,10.03,-16.0,21.42,31.4
0.06,-0.08,1.07,15.19,-13.63,25.71,31.35
0.06,-0.07,1.07,14.08,-10.98,28.63,31.4
0.05,-0.04,1.07,8.7,-7.01,33.85,31.31
0.05,-0.04,1.07,5.37,-1.11,40.85,31.35
0.02,-0.04,1.04,2.41,2.12,45.19,31.4
0.01,-0.04,1.03,1.42,2.61,47.89,31.31
-0.0,-0.03,1.01,3.42,2.46,47.08,31.35
0.0,-0.01,1.02,3.77,1.57,46.05,31.31
-0.01,-0.03,1.04,2.82,0.53,46.98,31.31
-0.0,-0.02,1.06,4.09,0.05,50.06,31.35
-0.04,-0.06,1.07,7.45,-0.98,58.84,31.4
0.0,-0.01,1.08,14.09,5.94,64.64,31.4
-0.04,-0.06,1.1,8.26,15.13,73.37,31.35
-0.01,-0.02,1.03,5.3,18.84,77.22,31.35
-0.09,-0.06,1.0,-3.6,32.29,66.2,31.31
0.04,0.05,0.89,-9.83,26.98,63.91,31.35
-0.14,-0.1,0.93,2.24,15.88,73.98,31.35
-0.05,-0.07,1.0,5.28,11.54,79.51,31.31
-0.03,-0.03,0.99,15.21,9.79,82.17,31.31
0.0,0.01,1.01,22.52,12.67,82.98,31.35
0.05,0.07,1.05,30.06,12.72,89.8,31.31
0.03,0.09,1.02,30.99,12.49,89.48,31.26
0.02,0.09,1.03,32.9,11.21,90.17,31.35
0.01,0.07,1.03,45.53,9.95,92.85,31.31
0.0,0.02,1.0,51.24,10.98,93.44,31.35
0.0,-0.0,1.0,52.26,9.91,95.66,31.26
0.01,-0.0,0.99,44.43,10.43,99.89,31.4
0.03,0.03,0.98,37.44,11.86,102.43,31.35
0.06,0.09,0.97,32.53,14.27,104.41,31.45
0.05,0.09,0.96,29.36,14.55,105.88,31.4
