acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.26,0.09,0.91,-2.14,4.66,-0.96,30.79
0.25,0.1,0.94,-4.56,4.11,-0.85,30.93
0.24,0.08,0.94,-4.35,3.57,-0.38,30.93
0.25,0.07,0.94,0.99,6.32,-0.29,30.88
0.24,0.05,0.93,2.85,7.59,-1.73,30.93
0.23,0.04,0.94,0.44,5.28,-1.44,30.84
0.23,0.05,0.92,-2.76,3.53,-0.23,30.98
0.23,0.04,0.92,-1.6,2.78,-0.18,30.79
0.22,0.03,0.94,-1.28,2.21,-0.35,30.93
0.23,0.03,0.97,-1.11,0.38,0.02,30.88
0.23,0.04,0.97,-1.65,1.02,0.64,30.98
0.25,0.05,0.96,-4.06,2.5,1.4,30.93
0.24,0.05,0.97,-7.13,3.45,1.08,30.84
0.25,0.04,0.96,-7.89,2.89,0.29,30.88
0.24,0.04,0.98,-2.44,1.37,1.62,30.93
0.26,0.05,0.98,2.6,0.47,2.08,30.93
0.24,0.03,0.96,4.02,-0.61,0.87,30.79
0.26,0.04,0.97,1.98,-1.77,-0.12,30.84
0.25,0.05,0.99,1.45,-0.87,0.99,30.93
0.25,0.06,0.97,1.22,1.15,0.61,30.98
0.25,0.07,0.95,-1.94,1.92,1.02,30.88
0.26,0.08,0.94,-4.82,1.59,0.78,30.93
0.26,0.08,0.95,-6.7,0.96,0.2,30.98
0.26,0.06,0.97,-2.14,-1.37,0.55,30.79
0.26,0.05,0.97,0.82,-1.97,-0.67,30.84
0.25,0.04,1.0,4.7,-2.05,-1.02,30.93
0.26,0.04,1.0,6.47,-0.17,-0.56,30.88
0.25,0.04,0.98,4.41,1.66,-1.15,30.93
0.25,0.06,0.98,1.37,3.56,1.51,30.84
0.23,0.04,0.94,-2.64,3.13,0.23,30.88
0.25,0.06,0.93,-4.96,1.97,-0.38,30.93
0.25,0.05,0.93,-4.85,1.27,-2.14,30.93
0.25,0.06,0.95,-3.48,-0.9,-3.53,30.98
0.24,0.07,0.97,1.25,-2.21,-1.91,30.93
0.24,0.07,0.98,6.23,-0.89,-1.37,30.84
0.23,0.05,0.95,6.5,0.43,0.44,30.88
0.23,0.03,0.94,3.98,0.09,1.94,30.84
0.24,0.05,0.95,1.45,0.09,1.65,30.93
