acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.27,-0.01,0.93,1.83,3.92,2.37,31.4
0.27,-0.02,0.94,3.59,2.63,2.37,31.35
0.27,-0.01,0.92,2.5,3.11,1.86,31.31
0.27,-0.02,0.93,-0.08,2.93,-0.4,31.4
0.27,-0.02,0.92,-2.03,1.53,-0.89,31.45
0.25,-0.02,0.93,-1.5,0.87,0.49,31.31
0.25,-0.03,0.93,0.26,0.52,0.43,31.4
0.26,-0.01,0.93,0.14,1.15,0.96,31.45
0.26,-0.02,0.94,2.02,1.02,2.61,31.31
0.28,-0.02,0.93,1.53,1.76,1.5,31.31
0.26,-0.01,0.95,1.08,1.48,1.47,31.45
0.27,-0.02,0.93,1.07,1.33,1.62,31.4
0.27,-0.02,0.92,0.31,1.1,0.72,31.4
0.28,-0.01,0.93,-1.97,-0.2,0.27,31.35
0.27,-0.0,0.94,-3.22,-1.02,1.01,31.4
0.27,-0.01,0.96,-1.56,-0.29,2.34,31.35
0.27,0.0,0.96,1.94,0.61,2.06,31.45
0.27,-0.0,0.95,3.3,0.84,1.4,31.49
0.27,-0.0,0.93,2.49,0.26,0.75,31.35
0.28,-0.01,0.94,-0.66,0.24,-0.43,31.35
0.28,-0.01,0.95,-4.98,0.82,-0.12,31.4
0.28,-0.01,0.94,-5.1,1.13,0.17,31.35
0.29,-0.01,0.94,-1.85,1.77,-0.31,31.45
0.28,-0.02,0.95,-0.31,0.78,-0.81,31.4
0.28,-0.02,0.93,-0.23,0.14,-1.63,31.4
0.27,-0.02,0.94,-0.9,0.44,-1.08,31.35
0.28,-0.02,0.95,-2.6,1.92,-0.89,31.4
0.27,-0.02,0.95,-3.01,2.87,0.29,31.35
0.26,-0.02,0.94,-2.53,3.28,0.92,31.4
0.26,-0.02,0.93,-1.8,3.08,0.4,31.4
0.26,-0.01,0.92,-0.85,2.05,0.15,31.45
0.25,-0.02,0.91,-1.51,0.15,-0.38,31.26
0.25,-0.02,0.91,-3.63,-0.89,1.04,31.31
0.25,-0.02,0.92,-4.02,-0.52,1.1,31.54
0.25,-0.01,0.93,-3.91,0.06,0.87,31.54
0.25,-0.01,0.94,-1.28,-0.47,1.53,31.31
0.26,-0.01,0.94,0.35,-0.75,1.86,31.4
0.26,-0.02,0.94,2.02,-0.64,2.41,31.4
0.26,-0.03,0.93,0.0,0.14,1.97,31.4
0.26,-0.02,0.92,-3.5,-0.46,1.63,31.26
0.27,-0.03,0.94,-5.3,-1.94,2.32,31.31
0.28,-0.01,0.93,-6.35,-2.34,0.73,31.4
0.27,-0.01,0.96,-2.96,-2.55,1.98,31.35
0.29,-0.01,0.96,1.16,-1.83,2.38,31.31
0.27,-0.01,0.96,3.36,-0.67,1.22,31.4
0.29,-0.01,0.95,2.63,0.63,0.64,31.35
0.29,-0.02,0.95,0.44,0.99,0.12,31.4
0.28,-0.03,0.93,-1.45,0.72,-0.46,31.31
0.28,-0.04,0.94,-2.79,0.21,-1.44,31.35
0.27,-0.04,0.95,-3.15,-0.18,-0.32,31.31
0.28,-0.04,0.96,-4.53,0.82,1.01,31.31
0.27,-0.03,0.95,-2.5,2.09,2.31,31.45
0.27,-0.02,0.95,-0.85,3.08,1.51,31.4
0.27,-0.02,0.95,0.79,2.99,2.15,31.4
0.26,-0.01,0.93,1.69,2.29,2.08,31.35
0.26,-0.01,0.93,1.34,1.4,2.14,31.31
0.26,-0.02,0.92,1.22,0.27,2.34,31.31
0.26,-0.02,0.92,-0.5,0.02,0.6,31.45
0.26,0.01,0.92,-3.19,-1.1,1.07,31.49
0.26,-0.01,0.92,-4.08,-2.41,0.15,31.4
0.26,-0.02,0.94,-2.98,-2.73,-0.44,31.35
0.25,-0.04,0.95,-0.98,-3.15,-0.44,31.31
0.26,-0.04,0.96,1.34,-2.78,0.63,31.31
0.27,-0.06,0.97,2.03,-1.47,0.35,31.54
0.27,-0.08,0.97,4.0,-0.96,1.25,31.4
0.28,-0.08,0.97,2.93,-0.02,1.33,31.4
0.28,-0.07,0.98,1.89,0.73,2.35,31.35
0.28,-0.06,0.98,-0.67,1.79,3.19,31.31
0.26,-0.06,0.97,-1.94,2.49,4.58,31.31
0.24,-0.04,1.0,1.3,3.45,3.11,31.35
0.2,-0.06,0.98,6.41,2.66,3.98,31.4
0.19,-0.04,1.02,9.76,2.41,3.19,31.4
0.17,-0.06,1.01,14.26,3.18,3.71,31.35
0.17,-0.08,1.02,16.46,4.12,4.05,31.4
0.17,-0.08,1.01,14.4,4.11,6.15,31.4
0.15,-0.1,1.01,12.87,1.97,7.54,31.35
0.15,-0.08,1.01,11.85,1.66,6.66,31.4
0.13,-0.07,1.03,14.26,1.04,7.24,31.4
0.11,-0.07,1.04,17.45,1.15,9.66,31.35
0.09,-0.07,1.04,18.95,0.75,11.63,31.31
0.09,-0.05,1.05,18.41,1.53,12.75,31.4
0.08,-0.05,1.04,18.41,0.17,11.47,31.35
