acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.26,0.11,0.93,-1.88,0.11,2.52,30.74
0.26,0.11,0.94,-1.77,0.03,4.37,30.74
0.27,0.1,0.94,-0.63,-0.32,4.2,30.79
0.26,0.11,0.93,0.15,-1.3,2.5,30.88
0.27,0.13,0.95,-1.15,-1.25,3.42,30.74
0.28,0.13,0.94,-3.04,0.34,1.92,30.79
0.27,0.12,0.96,3.37,1.05,3.36,30.69
0.27,0.12,0.94,7.51,1.95,3.51,30.84
0.28,0.13,0.92,3.89,0.5,2.15,30.84
0.27,0.12,0.9,-1.01,-0.18,1.69,30.88
0.26,0.11,0.91,-4.56,0.12,1.21,30.84
0.26,0.1,0.92,-2.41,0.23,2.27,30.74
0.27,0.09,0.92,-1.73,-0.99,1.65,30.74
0.27,0.1,0.93,-2.24,-3.51,2.24,30.79
0.27,0.1,0.96,-0.06,-2.02,3.65,30.74
0.28,0.09,0.96,4.23,0.27,3.47,30.79
0.28,0.09,0.94,4.38,0.02,2.61,30.79
0.3,0.1,0.93,0.93,-0.82,1.28,30.84
0.26,0.06,0.94,-0.55,-1.6,0.58,30.79
0.28,0.09,0.94,-1.25,-1.15,1.22,30.79
0.29,0.1,0.94,-3.86,-1.27,0.15,30.74
0.29,0.1,0.94,-4.41,-1.07,0.12,30.74
0.29,0.11,0.95,-4.03,0.53,0.93,30.69
0.29,0.11,0.97,-2.53,0.63,3.05,30.74
0.28,0.1,0.97,1.11,0.63,4.24,30.74
0.29,0.1,0.95,2.5,1.82,3.3,30.79
0.29,0.08,0.95,3.89,0.93,2.87,30.74
0.27,0.09,0.95,3.36,0.96,3.3,30.93
0.27,0.1,0.95,5.1,1.53,5.56,30.79
0.28,0.09,0.94,3.69,3.79,6.03,30.79
0.29,0.11,0.94,0.53,4.05,5.18,30.84
0.29,0.12,0.92,-2.4,2.87,4.35,30.69
0.28,0.11,0.91,-0.29,1.66,2.4,30.69
0.27,0.11,0.92,3.66,0.06,2.41,30.84
0.26,0.11,0.92,3.53,-0.99,1.77,30.69
0.25,0.09,0.94,3.28,-0.32,3.05,30.79
0.27,0.11,0.94,3.86,2.84,5.5,30.84
0.27,0.12,0.94,0.52,4.7,6.93,30.84
0.26,0.12,0.9,-2.7,3.8,5.34,30.79
0.27,0.13,0.91,-1.91,2.58,3.97,30.74
0.28,0.14,0.91,0.64,1.73,4.41,30.74
0.28,0.13,0.91,-0.38,0.78,1.56,30.79
0.28,0.1,0.93,-0.05,0.02,1.95,30.74
0.26,0.09,0.94,0.58,0.47,2.29,30.74
0.26,0.11,0.95,-1.68,1.86,4.87,30.79
0.25,0.1,0.94,-1.8,2.06,6.49,30.79
0.26,0.12,0.94,0.06,3.19,7.27,30.74
0.26,0.11,0.92,2.92,2.87,6.14,30.88
0.25,0.09,0.91,4.89,0.85,4.92,30.79
0.26,0.06,0.91,5.5,-0.67,4.15,30.74
0.26,0.04,0.93,4.34,0.0,6.73,30.84
0.24,0.03,0.95,2.03,2.37,11.47,30.79
0.23,0.02,0.97,3.22,6.17,19.24,30.74
0.21,0.0,0.92,7.11,10.66,24.41,30.74
0.19,-0.01,0.89,10.2,13.73,27.97,30.69
0.17,-0.06,0.83,13.45,16.2,30.0,30.74
0.1,-0.13,0.76,20.81,20.47,35.83,30.84
0.03,-0.17,0.71,25.27,20.89,40.21,30.88
-0.02,-0.25,0.7,20.75,25.22,52.56,30.79
-0.03,-0.29,0.66,20.0,30.32,69.27,30.84
-0.06,-0.29,0.59,17.34,39.13,87.25,30.79
-0.05,-0.25,0.5,12.11,40.85,105.34,30.79
