acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.18,0.1,0.97,-1.95,0.93,4.26,30.79
0.18,0.11,0.96,-0.38,0.56,3.33,30.88
0.19,0.11,0.98,1.1,1.18,2.18,30.84
0.2,0.12,0.97,-0.79,2.27,1.4,30.84
0.19,0.11,0.95,-2.26,1.71,0.43,30.79
0.2,0.1,0.95,-1.3,1.01,-0.85,30.74
0.2,0.1,0.98,2.08,0.14,-1.73,30.93
0.21,0.13,0.99,1.63,1.71,-0.29,30.79
0.18,0.11,0.98,0.27,4.24,-0.18,30.84
0.18,0.09,0.96,-2.75,6.47,-0.35,30.84
0.18,0.08,0.94,-4.66,5.44,-0.99,30.84
0.18,0.07,0.94,-3.77,2.85,-0.35,30.88
0.17,0.07,0.95,0.49,0.05,0.64,30.84
0.18,0.09,0.94,1.88,-1.16,0.95,30.88
0.19,0.08,0.95,0.92,-0.73,0.14,30.88
0.18,0.09,0.96,-1.4,0.29,1.97,30.84
0.19,0.09,0.93,-2.66,1.13,2.55,30.79
0.18,0.1,0.96,-2.73,0.81,2.23,30.88
0.18,0.1,0.94,-0.21,0.55,3.3,30.84
0.18,0.12,0.95,-0.92,0.05,3.31,30.84
0.19,0.13,0.95,-3.28,0.46,1.71,30.79
0.18,0.11,0.96,-3.18,1.13,0.6,30.84
0.18,0.08,0.96,-0.29,0.87,0.12,30.84
0.18,0.1,0.98,0.52,-0.96,0.2,30.79
0.19,0.1,0.96,0.47,-0.17,-1.45,30.84
0.18,0.09,0.97,0.17,1.62,-1.31,30.93
0.17,0.08,0.96,-1.24,1.53,-1.07,30.79
0.17,0.08,0.95,-1.95,0.18,-0.66,30.88
0.19,0.1,0.95,-1.91,-0.27,-0.31,30.93
0.18,0.08,0.97,-0.6,-0.63,-0.49,30.88
0.18,0.08,0.96,-2.05,0.2,-0.08,30.88
0.17,0.08,0.95,-4.6,1.13,0.09,30.84
0.18,0.08,0.95,-5.11,1.33,0.38,30.79
0.17,0.07,0.96,-1.82,0.0,2.93,30.79
0.17,0.06,0.96,0.61,-1.74,3.6,30.84
0.18,0.08,0.96,0.93,-2.53,4.66,30.84
0.19,0.1,0.95,0.21,-2.84,4.03,30.79
0.2,0.11,0.97,0.29,-2.31,2.67,30.74
0.2,0.13,0.99,0.24,-2.82,3.68,30.84
0.2,0.12,0.97,-0.41,-2.32,2.12,30.79
