acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.19,-0.0,0.96,-4.89,2.58,0.21,30.84
0.2,0.01,0.96,-4.92,2.03,0.26,30.88
0.18,-0.0,0.94,-3.11,0.18,-0.38,30.88
0.19,0.0,0.94,-3.19,-0.95,-0.85,30.93
0.19,-0.01,0.96,-1.62,-2.03,-0.81,30.88
0.2,-0.0,0.98,-2.84,-1.57,-0.89,30.88
0.19,-0.01,0.97,-5.01,-0.08,-1.44,30.74
0.19,-0.0,0.97,-6.67,0.89,-1.54,30.93
0.18,-0.01,0.96,-5.69,0.89,-1.33,30.98
0.19,-0.01,0.95,-3.86,-0.35,-0.99,30.93
0.19,-0.01,0.95,-3.91,-1.11,-1.19,30.84
0.19,-0.01,0.95,-4.96,-1.31,-2.32,30.88
0.19,-0.01,0.97,-5.19,-0.35,-0.73,30.84
0.19,-0.02,0.96,-4.24,0.11,0.24,30.84
0.19,-0.02,0.96,-2.63,-0.4,0.6,30.88
0.17,-0.03,0.97,1.56,-1.65,2.03,30.88
0.18,-0.01,0.95,1.56,-2.05,2.27,30.84
0.18,-0.0,0.97,-1.07,-1.76,1.86,30.98
0.19,-0.01,0.98,-2.26,-0.49,1.47,30.88
0.18,-0.02,0.97,-2.03,1.04,1.19,31.02
0.18,-0.02,0.97,-0.84,0.93,1.51,30.84
0.18,-0.02,0.98,-0.47,0.49,0.82,30.88
0.19,-0.01,0.98,0.11,0.53,0.96,30.84
0.19,-0.02,0.96,-0.82,1.27,0.52,30.84
0.18,-0.02,0.97,-2.32,1.27,0.76,30.84
0.18,-0.02,0.97,-3.42,1.45,1.62,30.88
0.18,-0.03,0.97,-2.09,1.73,1.76,30.84
0.19,-0.02,0.97,-1.5,1.47,2.15,30.88
0.18,-0.02,0.96,-1.4,1.25,1.54,30.79
0.19,-0.02,0.96,-0.66,1.05,1.11,30.93
0.18,-0.03,0.97,1.82,0.55,1.37,30.88
0.18,-0.02,0.97,2.2,-0.08,2.11,30.88
0.18,-0.03,0.96,1.3,-0.7,1.69,30.93
0.18,-0.02,0.97,-0.73,0.32,2.08,30.88
0.18,-0.01,0.95,-1.34,1.71,2.06,30.88
0.19,-0.02,0.96,-2.6,1.77,1.68,30.93
0.18,-0.02,0.96,-3.04,0.58,0.52,30.84
0.18,-0.02,0.96,-0.17,-0.69,1.89,30.79
0.19,-0.02,0.96,2.5,-0.81,2.34,30.84
0.19,-0.01,0.97,2.47,-0.98,2.32,30.93
0.19,-0.01,0.97,1.82,-1.19,1.76,30.88
0.19,-0.02,0.98,1.02,0.5,1.24,30.79
0.2,-0.01,0.98,-0.47,1.62,1.77,30.84
0.19,-0.02,0.96,-3.05,2.35,0.64,30.88
0.19,-0.01,0.94,-3.95,1.83,0.84,30.88
0.18,-0.02,0.95,-1.79,0.5,0.89,30.93
0.19,-0.02,0.96,1.01,-0.84,0.79,30.79
0.19,-0.02,0.97,2.5,-1.13,0.98,30.98
0.19,-0.02,0.97,1.25,0.2,0.47,30.93
0.2,-0.01,0.97,-0.76,2.0,0.08,30.93
0.2,-0.01,0.96,-3.57,2.9,-0.26,30.88
0.18,-0.03,0.95,-2.47,1.5,-0.53,30.84
0.19,-0.03,0.95,-0.08,-0.55,0.29,30.93
0.18,-0.04,0.97,1.08,-1.71,0.02,30.79
0.18,-0.04,0.98,-0.2,-1.07,0.47,30.88
0.19,-0.02,0.99,-3.05,0.9,0.38,30.84
0.19,-0.04,0.97,-3.28,2.21,0.96,30.88
0.18,-0.05,0.97,0.26,1.44,1.82,30.88
0.17,-0.05,0.98,3.16,-0.55,1.94,30.93
0.19,-0.02,0.97,5.21,-0.87,3.31,30.88
0.19,-0.01,0.94,1.19,1.01,2.41,30.98
0.19,-0.0,0.95,-2.76,1.8,1.62,30.93
0.2,-0.01,0.95,-3.73,1.54,0.84,30.93
0.19,-0.03,0.94,-0.79,-0.56,0.7,30.88
0.18,-0.02,0.95,1.47,-2.44,1.68,30.84
0.19,-0.02,0.98,0.05,-1.66,1.77,30.93
0.2,-0.01,0.99,-1.42,1.79,2.18,30.88
0.2,-0.01,0.96,-0.89,3.48,2.41,30.84
0.19,-0.02,0.94,-1.07,1.47,2.03,30.84
0.19,-0.01,0.96,0.49,-2.18,2.43,30.88
0.19,-0.0,0.97,1.91,-2.61,1.73,30.88
0.2,-0.0,0.96,-0.49,-0.76,1.66,30.93
0.19,-0.02,0.98,-3.88,-0.08,2.03,30.88
0.2,-0.02,0.96,-4.12,-0.2,1.97,30.88
0.2,-0.02,0.97,-1.22,-1.76,1.82,31.02
0.19,-0.01,0.98,3.15,-4.7,3.16,30.93
0.2,-0.0,0.97,3.1,-5.77,3.62,30.79
0.2,-0.01,0.98,-1.33,-5.91,3.91,30.93
0.19,-0.01,0.99,-5.74,-6.6,3.31,30.93
0.2,-0.02,0.99,-3.5,-8.73,3.91,30.88
0.2,-0.0,1.0,-2.26,-13.59,6.41,30.93
0.19,0.01,0.98,-6.06,-20.09,6.93,31.02
0.21,0.01,0.98,-14.15,-26.53,5.74,30.88
0.22,0.03,0.99,-26.6,-30.87,2.08,30.93
0.23,0.06,0.98,-35.94,-36.7,0.2,30.93
0.25,0.05,1.0,-56.44,-41.71,-5.79,30.88
0.26,0.03,1.02,-72.31,-48.27,-7.18,30.88
0.29,-0.0,1.03,-85.92,-52.14,-12.43,30.84
0.28,-0.04,1.07,-97.33,-55.98,-17.73,30.93
0.33,-0.07,1.08,-111.66,-60.93,-21.56,30.88
0.31,-0.15,1.15,-117.34,-65.62,-24.96,30.84
0.33,-0.27,1.27,-107.44,-65.71,-18.34,30.98
0.33,-0.4,1.44,-98.82,-55.44,-15.59,30.88
0.34,-0.37,1.55,-90.47,-42.87,-6.75,31.02
0.34,-0.34,1.51,-74.55,-22.49,-4.09,30.84
0.38,-0.31,1.45,-51.62,-8.14,-0.82,30.98
0.35,-0.33,1.41,-40.63,-5.25,-0.44,30.84
0.34,-0.31,1.34,-37.74,-5.11,3.42,30.84
0.34,-0.3,1.24,-35.62,1.89,6.15,30.88
0.34,-0.28,1.2,-30.78,6.72,9.98,30.79
0.37,-0.29,1.15,-22.46,5.13,9.3,30.93
0.38,-0.28,1.14,-14.41,-0.17,10.27,30.93
0.37,-0.3,1.12,-8.75,-5.04,12.09,30.88
0.38,-0.33,1.1,-7.73,-4.6,11.36,30.93
0.4,-0.34,1.15,-5.48,-3.16,18.46,30.79
0.37,-0.37,1.17,-1.68,-1.71,18.78,30.88
0.38,-0.32,1.24,7.91,2.35,22.26,31.02
0.4,-0.3,1.2,15.31,10.69,19.98,30.93
0.42,-0.27,1.14,15.66,17.34,18.55,30.88
0.4,-0.27,1.1,13.22,19.59,18.21,30.93
0.38,-0.28,1.04,16.67,19.6,18.03,30.93
0.39,-0.28,0.99,23.82,15.92,16.72,30.88
0.38,-0.31,0.99,26.06,9.07,11.69,30.84
0.41,-0.31,0.98,26.05,0.76,9.15,30.93
0.36,-0.32,1.02,23.31,-3.88,6.56,30.93
0.39,-0.33,1.07,30.52,-3.37,11.36,30.88
0.36,-0.37,1.12,42.4,1.89,20.06,30.74
0.38,-0.32,1.18,49.44,8.55,28.81,30.88
0.39,-0.26,1.13,42.7,21.39,25.3,30.79
0.31,-0.33,1.08,38.63,33.68,27.53,30.84
0.33,-0.3,1.01,37.92,41.53,38.09,30.88
0.3,-0.31,0.97,37.85,42.52,45.04,30.88
0.29,-0.32,0.97,39.59,40.4,54.03,30.84
0.29,-0.35,0.98,36.37,42.41,58.03,30.84
0.3,-0.32,1.03,27.48,47.37,63.47,30.88
0.28,-0.31,1.07,20.63,55.51,68.2,30.93
0.28,-0.24,1.09,19.63,64.55,69.74,30.84
0.31,-0.2,1.06,28.44,71.68,72.11,30.88
0.26,-0.25,0.97,37.45,70.46,68.85,30.84
0.24,-0.25,0.96,41.62,60.5,66.31,30.93
0.21,-0.25,0.95,46.66,51.95,62.79,30.88
0.19,-0.26,0.95,46.85,48.5,63.42,30.88
0.16,-0.25,0.93,44.38,48.37,67.53,30.84
0.16,-0.25,0.86,41.01,43.16,68.31,30.79
0.13,-0.25,0.87,38.93,32.11,65.25,30.79
0.1,-0.21,0.9,41.45,19.95,62.14,30.93
0.08,-0.2,0.91,50.15,12.79,57.24,30.98
0.1,-0.15,0.93,64.05,10.79,55.5,30.88
0.13,-0.1,0.92,69.63,10.03,49.08,30.93
0.12,-0.06,0.92,71.44,7.01,45.86,30.84
0.14,-0.04,0.87,72.12,4.87,44.63,30.79
0.12,-0.01,0.85,71.59,2.34,44.96,30.84
0.12,0.01,0.82,68.84,-1.42,42.61,30.84
0.1,0.03,0.82,62.63,-5.13,38.27,30.79
0.13,0.04,0.79,60.14,-9.04,33.36,30.74
0.12,0.06,0.78,57.8,-14.17,27.15,30.84
0.11,0.06,0.84,56.38,-19.47,21.77,30.88
0.1,0.04,0.87,59.95,-20.26,20.03,30.88
0.09,0.02,0.87,59.89,-17.63,19.48,30.93
0.1,0.03,0.87,57.54,-16.11,20.66,30.88
0.13,0.01,0.85,54.4,-17.05,18.15,30.88
0.14,0.01,0.82,56.12,-18.82,17.71,30.84
0.15,0.04,0.85,50.37,-21.02,18.53,30.93
0.17,0.07,0.84,38.49,-21.92,16.85,30.98
0.17,0.09,0.86,27.21,-18.53,14.09,30.84
0.2,0.12,0.9,18.93,-12.49,16.43,30.84
0.17,0.15,0.95,16.73,-8.43,18.7,30.88
0.21,0.18,0.94,20.14,-0.98,15.21,30.84
0.17,0.16,0.96,30.78,4.14,11.85,30.84
0.18,0.15,0.93,43.27,9.21,12.27,30.88
0.17,0.14,0.89,55.89,13.18,8.9,30.88
0.16,0.14,0.83,59.53,14.27,9.76,30.84
0.14,0.08,0.74,52.5,13.88,8.64,30.88
0.13,0.09,0.72,37.37,10.82,9.27,30.88
0.14,0.13,0.73,23.01,8.35,9.37,30.84
0.14,0.15,0.74,14.5,8.69,4.89,30.93
0.14,0.19,0.74,7.66,10.18,0.26,30.88
0.17,0.21,0.76,3.15,8.9,-6.84,30.74
0.18,0.23,0.76,0.26,5.01,-16.05,30.93
0.18,0.24,0.77,1.47,0.41,-22.09,30.98
0.13,0.19,0.82,9.37,-3.53,-25.25,30.93
0.14,0.15,0.83,23.89,-4.29,-27.71,30.84
0.13,0.09,0.85,35.73,-3.95,-27.91,30.88
0.14,0.07,0.84,34.2,-2.75,-26.58,30.84
0.13,0.08,0.82,20.73,-2.06,-27.1,31.02
0.12,0.09,0.81,2.99,0.64,-25.94,30.88
0.11,0.1,0.8,-4.53,3.65,-23.59,30.79
0.14,0.14,0.82,-8.92,4.58,-23.07,30.74
0.13,0.15,0.83,-11.4,3.28,-21.57,30.84
0.14,0.14,0.84,-10.43,2.44,-21.91,30.88
0.15,0.16,0.81,-7.8,3.13,-22.67,30.93
0.16,0.17,0.8,-9.6,2.89,-28.67,30.88
0.11,0.14,0.82,-4.26,-1.13,-30.66,30.88
0.08,0.12,0.82,1.97,-3.79,-30.15,30.84
0.08,0.12,0.84,5.95,-3.08,-30.92,30.88
0.08,0.1,0.81,3.91,-0.67,-34.11,30.88
0.07,0.06,0.76,1.66,-1.31,-31.85,30.84
0.05,0.06,0.72,-3.63,-7.94,-33.07,30.84
0.02,0.07,0.76,0.31,-17.4,-25.63,30.88
0.02,0.08,0.79,8.85,-23.01,-19.98,30.84
-0.01,0.05,0.81,14.23,-22.99,-13.34,30.93
-0.01,0.05,0.82,12.72,-17.74,-4.17,30.79
0.02,0.13,0.82,0.06,-10.02,4.67,30.84
0.03,0.13,0.81,-16.4,-6.02,9.25,30.84
0.07,0.15,0.77,-26.12,-5.25,9.77,30.88
0.13,0.18,0.78,-25.94,-9.21,6.46,30.88
0.16,0.19,0.79,-20.0,-18.67,-0.66,30.84
0.17,0.2,0.87,-11.4,-27.95,-7.95,30.79
0.17,0.2,0.94,0.98,-29.91,-14.73,30.88
0.17,0.17,0.95,11.92,-25.33,-17.95,30.84
0.19,0.16,0.98,19.28,-20.81,-18.4,30.79
0.2,0.13,0.97,21.8,-16.26,-18.58,30.88
0.21,0.12,0.96,22.32,-11.83,-18.24,30.93
0.22,0.13,0.99,20.6,-5.59,-16.21,30.93
0.25,0.16,0.97,13.51,0.11,-11.94,30.79
0.23,0.13,0.96,7.4,5.42,-13.37,30.93
0.22,0.13,0.95,10.15,10.55,-11.6,30.84
0.2,0.14,0.95,9.36,12.46,-9.5,30.88
0.21,0.17,0.94,2.29,14.21,-11.6,30.93
0.2,0.19,0.9,-2.92,17.82,-11.39,30.84
0.18,0.19,0.9,-1.59,20.7,-11.08,30.88
0.18,0.2,0.89,0.15,19.76,-12.56,30.98
0.15,0.19,0.9,-1.86,17.5,-13.76,30.93
0.13,0.16,0.89,-0.52,18.21,-13.62,30.79
0.1,0.16,0.87,3.04,19.07,-12.67,30.79
0.09,0.18,0.87,2.6,18.15,-10.69,30.93
0.08,0.17,0.88,1.65,15.37,-8.82,30.93
0.09,0.19,0.86,2.32,15.47,-2.87,30.79
0.08,0.19,0.85,1.33,17.34,1.21,30.93
0.09,0.2,0.83,-0.4,16.69,0.08,30.84
0.09,0.23,0.86,-4.82,12.87,-3.34,30.88
0.08,0.24,0.83,-4.24,10.75,-5.36,30.84
0.07,0.23,0.82,-2.23,9.07,-7.36,30.84
0.06,0.19,0.82,1.66,6.61,-8.08,30.88
0.05,0.18,0.85,3.25,3.76,-5.31,30.93
0.05,0.19,0.85,0.93,1.82,-3.11,30.84
0.06,0.19,0.87,-2.66,1.56,-2.96,30.98
0.08,0.2,0.88,-2.49,0.18,-4.61,30.84
0.09,0.19,0.9,3.8,-2.52,-6.81,30.93
0.09,0.17,0.9,11.76,-5.22,-9.51,30.84
0.14,0.18,0.9,15.59,-7.1,-8.18,30.88
0.12,0.18,0.89,6.72,-7.36,-11.22,30.93
0.11,0.17,0.91,-0.02,-7.92,-10.99,30.88
0.11,0.16,0.91,-1.13,-6.35,-9.82,30.79
0.12,0.16,0.94,2.41,-6.24,-7.11,30.84
0.09,0.15,0.94,0.98,-6.56,-4.31,30.98
0.1,0.15,0.94,-1.31,-5.19,-2.92,30.88
0.1,0.14,0.97,-1.79,-2.02,0.21,30.84
0.12,0.16,0.97,-3.56,0.34,1.68,30.88
0.12,0.18,1.0,-6.66,1.13,3.08,30.88
0.14,0.2,0.99,-4.73,3.68,4.26,30.93
0.14,0.21,0.98,-0.24,5.48,3.53,30.93
0.14,0.22,0.94,2.64,5.01,1.74,30.79
0.14,0.2,0.91,2.55,1.63,-0.56,30.84
0.11,0.18,0.9,3.11,-1.88,-1.85,30.84
0.1,0.19,0.92,2.37,-3.86,-2.41,30.79
0.1,0.18,0.92,2.34,-4.44,-3.53,30.88
0.09,0.16,0.94,3.89,-5.07,-3.89,30.93
0.1,0.19,0.98,1.85,-4.24,-1.8,30.88
0.11,0.17,0.99,-0.67,-3.04,-1.91,30.88
0.16,0.18,0.98,0.12,-0.05,-0.14,30.93
0.14,0.16,0.97,2.11,1.36,-0.2,30.88
0.14,0.16,0.98,-1.18,-0.63,-0.72,30.88
0.14,0.14,0.98,-3.19,-1.51,-0.89,30.93
0.14,0.17,0.97,-1.98,0.99,2.0,30.84
0.13,0.16,0.98,-0.4,2.58,2.52,30.88
0.14,0.17,0.98,0.15,2.31,3.98,30.84
0.12,0.18,0.96,-0.87,2.87,3.56,30.84
0.13,0.16,0.96,-2.38,4.23,4.05,30.79
0.13,0.15,0.96,-3.25,5.18,1.59,30.84
0.13,0.15,0.97,-3.94,3.16,0.0,30.84
0.12,0.13,0.97,-0.95,1.24,-1.25,30.88
0.13,0.14,0.99,3.33,1.25,-0.67,30.84
0.13,0.15,0.99,4.44,2.17,-0.26,30.93
0.13,0.15,0.96,4.72,2.72,1.3,30.88
0.12,0.15,0.96,4.41,2.7,2.73,30.93
0.11,0.14,0.96,6.47,1.94,3.25,30.84
0.12,0.14,0.97,6.34,1.24,4.52,30.93
0.12,0.15,0.99,2.56,2.35,5.22,30.88
0.12,0.19,0.99,-1.63,6.14,5.54,30.93
0.14,0.23,0.99,-4.03,9.42,7.05,30.98
0.13,0.21,0.96,-5.27,8.26,3.85,30.88
0.13,0.2,0.93,-0.72,5.4,1.4,30.84
0.13,0.19,0.94,6.82,2.2,-0.75,30.88
0.12,0.19,0.93,9.82,-1.02,-3.18,30.88
0.12,0.18,0.94,6.17,-3.16,-3.48,30.93
0.12,0.17,0.94,3.24,-2.14,-3.88,30.98
0.12,0.16,0.95,3.95,-1.5,-3.05,30.88
0.12,0.16,0.99,6.66,-1.47,-1.91,30.93
0.13,0.17,1.01,4.7,-0.96,-0.53,30.84
0.13,0.17,0.99,2.37,3.05,0.29,30.88
0.13,0.17,0.99,-0.99,8.11,1.56,30.84
0.13,0.17,0.97,-3.25,9.5,1.73,30.84
0.12,0.17,0.96,-3.51,8.17,1.1,30.88
0.12,0.17,0.93,1.66,5.54,0.05,30.93
0.11,0.16,0.94,6.41,2.99,-0.81,30.84
0.1,0.16,0.94,8.87,0.72,-0.6,30.88
0.09,0.17,0.93,6.61,0.11,-1.18,30.88
0.09,0.16,0.94,5.45,0.4,-0.81,30.84
0.1,0.17,0.95,4.03,0.41,-0.37,30.88
0.1,0.18,0.97,2.12,1.07,1.02,30.88
0.1,0.17,0.96,2.85,2.17,1.97,30.93
0.11,0.19,0.96,1.63,3.63,1.69,30.93
