acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.17,-0.04,0.97,-0.67,-0.11,0.61,30.98
0.17,-0.04,0.96,1.5,0.29,0.24,30.93
0.18,-0.04,0.97,0.38,0.11,0.17,30.93
0.17,-0.04,0.99,-4.06,1.18,0.14,30.88
0.17,-0.03,0.97,-4.24,3.3,0.76,31.02
0.17,-0.04,0.96,-2.58,4.23,0.17,30.93
0.17,-0.05,0.95,-1.83,1.01,0.43,31.02
0.17,-0.06,0.96,-0.55,-1.97,0.17,30.88
0.17,-0.05,0.97,0.66,-1.56,0.78,30.93
0.18,-0.04,0.97,-0.7,0.05,0.43,30.98
0.17,-0.04,0.98,-3.34,0.95,0.53,30.98
0.17,-0.06,0.98,-2.67,1.33,1.1,30.93
0.17,-0.05,0.96,-0.2,1.25,1.34,30.98
0.17,-0.05,0.96,2.05,-0.58,1.62,30.98
0.17,-0.05,0.97,1.66,-1.13,1.86,30.93
0.17,-0.04,0.97,0.72,-0.2,1.98,30.93
0.18,-0.04,0.94,-2.0,1.18,1.91,30.88
0.19,-0.04,0.96,-3.86,0.56,0.44,30.93
0.17,-0.04,0.96,-3.28,-0.52,0.05,30.93
0.17,-0.04,0.96,-0.37,-1.44,0.98,30.88
0.19,-0.04,0.96,-1.01,-1.36,0.67,30.93
0.19,-0.05,0.99,-2.79,-0.47,-0.56,30.93
0.19,-0.04,0.99,-1.94,1.89,-0.52,30.98
0.18,-0.05,0.96,-1.25,2.85,0.4,30.98
0.18,-0.05,0.95,-3.47,1.33,0.46,30.84
0.18,-0.05,0.95,-3.47,-0.05,-0.08,30.79
0.18,-0.05,0.98,0.29,-0.32,0.12,31.07
0.17,-0.05,0.96,2.64,0.26,1.07,30.93
0.17,-0.06,0.97,0.18,0.08,1.76,30.84
0.17,-0.06,0.98,-3.48,0.37,1.71,30.88
0.18,-0.05,0.97,-2.43,1.77,1.3,30.93
0.18,-0.05,0.96,1.59,1.53,2.02,31.02
0.18,-0.03,0.96,2.18,-0.78,2.05,30.98
0.19,-0.04,0.96,0.12,-1.51,1.76,30.93
0.18,-0.04,0.98,-1.01,0.7,1.21,30.84
0.18,-0.04,0.97,-1.45,2.37,1.11,30.88
0.18,-0.04,0.97,-1.3,1.86,0.84,30.98
0.18,-0.05,0.96,-0.11,0.53,0.47,30.93
0.18,-0.06,0.97,0.75,-0.58,-0.38,30.88
0.17,-0.05,0.97,1.94,-0.75,0.2,30.88
0.17,-0.05,0.97,1.45,0.27,0.6,30.93
0.17,-0.05,0.98,-0.99,1.07,1.21,30.88
0.18,-0.06,0.97,-2.24,1.89,0.95,30.98
0.17,-0.05,0.96,-0.72,2.14,1.51,30.93
0.17,-0.06,0.95,0.41,0.98,1.37,30.93
0.18,-0.05,0.95,-0.93,-1.05,-0.31,31.07
0.18,-0.05,0.97,-0.23,-1.48,0.24,30.93
0.18,-0.05,0.97,1.89,-0.18,0.98,30.93
0.18,-0.06,0.97,0.06,-0.34,0.37,30.88
