acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.16,-0.02,1.01,2.38,-1.73,3.56,31.4
0.16,-0.04,0.98,4.05,2.23,3.3,31.35
0.16,-0.06,0.98,4.05,4.23,2.52,31.4
0.15,-0.05,0.95,0.31,3.33,1.54,31.4
0.16,-0.04,0.94,-2.6,1.39,0.03,31.35
0.15,-0.03,0.94,-1.39,-0.12,-0.52,31.49
0.16,-0.0,0.97,0.31,-0.37,0.56,31.4
0.16,-0.01,0.97,1.48,-0.21,1.07,31.35
0.16,-0.02,0.96,1.45,0.05,0.43,31.4
0.16,-0.02,0.97,-2.15,1.19,1.44,31.45
0.15,-0.03,0.96,-4.14,1.08,2.37,31.45
0.16,-0.03,0.96,-6.23,2.31,1.13,31.49
0.16,-0.03,0.95,-7.18,2.72,-1.33,31.49
0.16,-0.02,0.93,-4.66,0.44,-1.45,31.45
0.16,-0.01,0.98,0.31,-0.38,0.34,31.49
0.16,-0.03,0.96,3.76,-1.85,-1.3,31.45
0.14,-0.04,0.96,5.34,-1.56,-0.34,31.54
0.15,-0.03,0.98,4.53,-1.21,2.38,31.4
0.16,-0.03,0.97,-2.53,0.66,2.73,31.45
0.16,-0.04,0.98,-2.9,2.2,3.22,31.45
0.15,-0.03,0.96,-2.67,2.85,2.56,31.4
0.17,-0.02,0.96,-1.62,1.51,2.43,31.45
0.16,-0.04,0.97,-0.56,-0.15,2.17,31.54
0.17,-0.02,0.97,1.98,-0.24,2.0,31.4
0.18,-0.02,0.99,2.26,1.53,2.15,31.4
0.17,-0.04,0.96,0.38,2.0,1.56,31.54
0.16,-0.04,0.95,1.16,1.11,0.38,31.49
0.17,-0.02,0.97,2.55,0.55,1.25,31.45
0.17,-0.03,0.96,1.57,0.17,0.73,31.45
0.16,-0.02,0.97,0.66,-0.18,1.69,31.49
0.16,0.0,0.97,-1.4,0.9,2.41,31.45
0.18,-0.04,0.97,-0.69,1.16,1.82,31.45
0.16,-0.03,0.96,-2.02,0.81,0.72,31.49
0.16,-0.03,0.96,-0.55,0.73,-0.17,31.35
0.16,-0.04,0.96,1.4,0.9,0.92,31.45
0.16,-0.04,0.96,1.54,1.08,2.38,31.49
0.16,-0.03,0.95,-0.06,1.04,3.53,31.49
0.16,-0.03,0.95,-0.37,0.49,3.22,31.35
0.16,-0.03,0.97,0.15,-0.31,2.76,31.49
0.17,-0.02,0.96,2.21,-0.63,1.11,31.45
0.17,-0.03,0.97,2.69,-0.41,0.95,31.45
0.16,-0.03,0.97,-0.31,-0.58,0.21,31.49
0.17,-0.01,0.96,-1.86,0.35,1.11,31.45
0.17,-0.02,0.97,-1.45,2.27,2.26,31.45
0.17,-0.02,0.95,-0.52,2.31,1.83,31.49
0.16,-0.03,0.96,-1.71,0.26,1.71,31.35
0.16,-0.03,0.97,-1.42,-0.37,0.85,31.45
0.16,-0.03,0.97,2.31,0.43,1.86,31.4
0.16,-0.03,0.97,4.47,1.05,1.25,31.49
0.16,-0.02,0.97,2.5,0.75,1.76,31.54
0.16,-0.03,0.95,0.49,0.85,1.31,31.49
0.15,-0.03,0.96,1.04,1.34,0.99,31.45
0.16,-0.03,0.96,3.04,0.87,1.97,31.45
0.15,-0.03,0.95,2.64,-0.7,2.26,31.49
0.16,-0.03,0.95,0.72,-1.6,0.98,31.45
0.16,-0.02,0.98,1.04,-1.22,1.21,31.54
0.17,-0.01,0.97,0.31,0.4,1.15,31.49
0.15,-0.03,0.97,0.76,0.52,1.82,31.35
0.17,-0.02,0.98,-0.31,0.82,2.49,31.54
0.15,-0.04,0.97,-1.88,1.3,1.98,31.59
0.16,-0.02,0.98,-2.11,2.29,2.99,31.4
0.16,-0.02,0.99,1.37,3.62,3.97,31.45
0.16,-0.04,0.97,4.37,4.73,2.89,31.49
0.15,-0.02,0.98,4.34,4.05,2.69,31.54
0.13,-0.05,0.95,2.87,2.72,0.84,31.45
0.13,-0.04,0.97,0.0,4.26,-6.08,31.49
0.07,-0.12,1.03,-10.27,6.23,-33.02,31.35
0.14,-0.06,0.94,-8.92,4.56,-28.37,31.45
0.14,-0.04,1.01,-10.0,4.47,-26.89,31.31
0.14,-0.05,1.0,-8.96,5.25,-31.69,31.45
0.2,0.01,0.94,-7.59,6.47,-29.24,31.45
0.16,-0.03,0.95,-5.19,5.34,-24.58,31.4
0.21,0.03,0.92,0.53,4.05,-15.13,31.59
0.16,-0.02,0.95,-0.52,0.24,-10.92,31.45
0.16,-0.02,0.97,-3.39,-1.66,-3.85,31.49
0.15,-0.02,0.97,-2.61,1.24,-0.26,31.35
0.16,-0.03,0.97,1.82,4.05,4.38,31.45
0.15,-0.04,0.97,2.84,3.48,7.21,31.4
0.15,-0.03,0.97,0.72,1.85,8.84,31.45
0.15,-0.03,0.96,-2.46,3.24,9.34,31.45
0.08,-0.05,0.96,-5.8,0.78,-7.85,31.49
0.2,-0.02,0.93,-4.56,4.53,-2.98,31.45
0.14,-0.05,0.95,-4.06,2.63,-0.03,31.54
0.14,-0.06,0.97,-2.21,-0.27,2.53,31.4
0.13,-0.06,0.98,-1.01,0.52,6.72,31.4
0.13,-0.07,0.97,-2.72,3.11,8.52,31.54
0.11,-0.07,0.96,-8.6,3.79,9.94,31.4
0.09,-0.07,0.96,-11.47,3.25,11.18,31.45
0.07,-0.07,0.99,-7.86,4.37,16.96,31.31
0.06,-0.09,1.0,-2.34,7.33,15.82,31.49
