acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.1,0.03,0.97,15.65,0.47,-3.83,29.42
0.1,0.03,0.96,15.57,-0.24,-9.15,29.57
0.09,0.03,0.95,9.62,1.5,-12.81,29.38
0.09,0.0,0.95,3.48,3.45,-13.16,29.42
0.1,-0.04,0.93,2.18,5.66,-12.49,29.42
0.09,-0.02,0.98,6.61,4.2,-7.25,29.52
0.11,-0.03,0.97,7.66,2.98,-4.18,29.57
0.12,-0.01,0.92,0.66,4.21,-5.16,29.42
0.12,0.01,0.91,-8.99,4.61,-6.98,29.42
0.12,0.03,0.91,-15.42,3.91,-10.23,29.47
0.11,0.02,0.89,-12.32,0.69,-15.63,29.47
0.11,0.02,0.93,-5.39,-3.13,-19.13,29.42
0.1,0.03,0.94,1.19,-6.29,-20.82,29.52
0.1,0.02,0.94,4.15,-6.06,-21.6,29.47
0.09,0.01,0.94,3.36,-3.77,-20.5,29.38
0.08,0.02,0.97,5.66,-2.46,-13.21,29.42
0.07,-0.0,0.98,7.39,-1.94,-8.92,29.42
0.08,-0.0,0.95,5.89,-0.89,-8.85,29.38
0.07,0.02,0.95,0.09,1.22,-8.23,29.38
0.08,0.03,0.94,-4.0,2.75,-9.1,29.52
0.09,0.07,0.93,-6.47,3.24,-11.59,29.42
0.08,0.04,0.93,-4.08,1.53,-15.44,29.47
0.07,0.03,0.95,1.65,-0.32,-15.28,29.28
0.08,0.05,0.97,5.08,-0.66,-15.31,29.42
0.08,0.03,0.97,4.02,0.44,-15.34,29.42
0.07,0.03,0.97,2.53,2.9,-16.44,29.47
0.07,0.02,0.99,4.93,5.22,-15.94,29.38
0.07,0.03,0.98,6.55,4.98,-15.1,29.52
0.07,0.05,0.95,7.13,3.27,-15.19,29.33
0.04,0.03,0.96,5.42,1.53,-12.78,29.47
0.03,0.01,0.96,5.18,0.84,-10.15,29.38
0.02,0.01,0.97,3.77,3.1,-7.31,29.42
0.02,0.01,0.95,2.49,3.57,-5.42,29.42
0.01,0.02,0.95,-0.18,3.51,-2.79,29.47
0.01,0.04,0.95,-2.2,2.9,-1.48,29.47
0.03,0.06,0.97,-1.44,2.84,0.03,29.42
0.02,0.07,0.98,0.84,2.58,1.25,29.33
0.01,0.06,1.0,7.08,2.21,3.19,29.47
0.02,0.05,0.98,12.11,2.03,1.15,29.38
0.01,0.04,0.97,13.77,2.08,0.08,29.42
-0.0,0.01,0.97,12.98,1.79,0.37,29.42
0.0,-0.0,0.96,9.68,1.83,1.69,29.38
0.01,-0.0,0.95,1.42,3.6,0.06,29.42
-0.01,-0.01,0.96,-4.26,5.85,2.23,29.42
0.02,-0.01,0.95,-8.49,7.22,0.64,29.47
0.01,-0.0,0.96,-9.27,6.82,1.22,29.47
0.03,-0.03,0.97,-4.64,4.52,-0.27,29.42
0.03,-0.02,0.97,2.14,3.45,0.2,29.52
0.03,-0.03,0.96,7.8,2.95,-1.31,29.47
0.04,-0.02,0.99,7.85,1.56,-1.04,29.38
0.04,-0.03,0.99,8.53,2.27,1.08,29.52
0.05,-0.05,0.98,11.22,5.22,1.4,29.52
0.04,-0.04,0.97,12.32,5.94,1.54,29.52
0.05,-0.03,0.96,8.35,4.4,1.07,29.47
0.06,-0.01,0.95,3.71,3.18,1.82,29.33
0.05,-0.02,0.97,0.43,4.35,3.18,29.42
0.05,-0.02,0.98,-0.63,6.61,3.76,29.47
0.07,-0.01,1.0,-2.72,8.27,3.85,29.38
0.05,-0.02,1.0,-6.98,8.53,5.37,29.42
0.05,0.0,0.99,-10.2,9.95,7.76,29.52
0.06,0.01,0.99,-11.79,11.92,8.37,29.47
0.04,0.0,1.0,-6.9,12.69,11.36,29.47
0.04,-0.01,0.99,-1.22,12.11,9.69,29.52
0.02,-0.01,0.95,0.06,10.61,8.49,29.42
0.03,0.01,0.94,-0.02,8.7,9.6,29.38
0.01,-0.0,0.92,-4.26,7.85,8.6,29.47
0.01,0.0,0.93,-2.98,5.92,9.08,29.42
0.0,0.01,0.95,-1.42,5.68,9.63,29.42
-0.0,0.02,0.96,3.19,3.48,9.08,29.42
-0.01,0.02,0.97,6.44,2.67,8.63,29.47
-0.01,0.01,0.94,10.11,2.66,8.63,29.42
-0.02,-0.03,0.95,11.28,2.29,3.73,29.42
-0.06,-0.04,1.01,14.81,-0.78,7.76,29.38
-0.05,-0.03,0.98,14.73,-1.71,9.59,29.47
-0.07,-0.0,0.98,8.47,1.47,12.56,29.33
-0.05,0.04,0.99,2.64,2.38,18.05,29.42
