acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.15,-0.03,0.94,-0.52,-0.47,0.53,31.21
0.15,-0.03,0.98,-0.82,0.09,1.45,31.17
0.16,-0.02,0.98,0.02,0.76,1.69,31.21
0.17,-0.01,0.98,0.18,1.59,1.28,31.12
0.15,-0.02,0.97,1.4,1.22,1.66,31.17
0.16,-0.01,0.96,0.46,1.53,1.11,31.12
0.15,-0.02,0.97,0.09,2.02,1.98,31.12
0.15,-0.02,0.95,-0.17,1.76,1.73,31.07
0.15,-0.01,0.96,-0.37,1.13,2.4,31.12
0.15,-0.02,0.95,-1.5,0.52,2.31,31.12
0.15,-0.02,0.96,-2.41,0.2,1.08,31.17
0.15,-0.02,0.98,-0.96,0.81,2.2,31.12
0.15,-0.02,0.97,0.78,1.36,1.79,31.12
0.15,-0.02,0.94,0.87,0.98,1.02,31.17
0.14,-0.02,0.96,0.21,0.15,0.69,31.21
0.15,-0.02,0.97,0.24,0.08,0.21,31.12
0.14,-0.03,0.97,0.82,-0.5,0.5,31.07
0.14,-0.02,1.0,1.07,-0.73,1.25,31.17
0.15,-0.03,0.98,1.68,0.35,1.57,31.12
0.15,-0.03,0.98,1.77,1.68,1.53,31.12
0.16,-0.02,0.99,-0.92,2.12,2.38,31.07
0.15,-0.01,0.99,-2.27,2.53,2.96,31.21
0.15,-0.02,0.97,-0.99,3.21,1.98,31.17
0.15,-0.02,0.95,0.08,2.56,1.37,31.17
0.14,-0.03,0.96,-0.6,0.32,0.55,31.12
0.14,-0.03,0.97,-0.92,-0.31,0.69,31.17
0.15,-0.02,0.97,-0.12,1.02,2.17,31.26
0.15,-0.03,0.97,-1.42,2.44,2.46,31.12
0.15,-0.03,0.96,-1.16,1.05,1.77,31.26
0.14,-0.02,0.95,-0.08,-0.92,2.09,31.17
0.16,-0.01,0.96,2.11,-1.6,1.53,31.12
0.15,-0.01,0.96,1.24,-1.63,2.4,31.21
0.15,-0.02,0.96,0.26,-1.3,2.09,31.07
0.16,-0.02,0.97,-0.56,-1.47,1.85,31.12
0.16,-0.02,0.97,-0.64,-1.56,1.31,31.17
0.16,-0.03,0.99,-1.18,-1.34,1.88,31.07
0.15,-0.04,0.97,-1.24,-0.23,2.99,31.12
0.17,-0.02,0.98,-2.14,1.01,3.74,31.17
0.17,-0.04,0.99,-0.14,1.57,4.26,31.17
0.16,-0.03,0.99,4.37,2.23,4.75,31.12
0.16,-0.03,0.98,5.88,2.87,3.95,31.12
0.16,-0.01,0.97,5.25,2.79,3.82,31.07
0.16,-0.01,0.96,3.18,2.31,3.15,31.21
0.17,-0.01,0.95,0.81,1.74,1.89,31.12
0.16,-0.01,0.97,-2.5,0.53,1.5,31.17
0.15,-0.0,0.96,-2.47,0.35,1.05,31.21
0.15,0.0,0.97,0.11,1.01,0.79,31.12
0.15,-0.0,0.96,1.54,1.08,0.81,31.17
0.16,-0.02,0.97,2.29,0.85,0.66,31.12
0.16,-0.01,0.96,0.98,0.61,1.71,31.12
0.16,-0.02,0.96,0.7,0.37,0.82,31.17
0.18,-0.03,0.97,-0.18,1.33,0.26,31.12
0.19,-0.02,0.99,-1.54,1.92,-0.64,31.12
0.18,-0.03,0.96,-0.79,1.97,-0.18,31.26
0.18,-0.03,0.97,1.48,3.44,0.5,31.12
0.19,-0.03,0.97,0.92,4.46,0.56,31.12
0.18,-0.02,0.95,-1.15,4.82,0.32,31.12
0.18,-0.02,0.94,-2.6,5.24,0.06,31.21
0.18,-0.02,0.93,-2.52,4.87,-0.89,31.02
0.2,-0.01,0.92,-4.27,3.4,-1.15,31.17
0.21,-0.01,0.92,-5.6,2.03,-0.72,31.17
0.23,-0.02,0.93,-7.19,1.83,-1.77,31.21
0.25,-0.01,0.95,-7.76,1.88,-0.6,31.17
0.27,-0.03,0.98,-8.06,2.7,0.93,31.07
0.3,-0.04,0.99,-8.66,5.79,1.51,31.21
0.32,-0.02,1.01,-13.69,10.06,2.09,31.17
0.33,-0.01,1.01,-18.06,13.18,1.27,31.26
0.32,0.0,0.98,-18.47,15.74,-0.53,31.21
0.3,0.02,0.97,-13.19,15.36,-4.7,31.21
0.28,0.02,0.94,-6.75,12.43,-6.43,31.17
0.26,0.02,0.92,-1.16,9.33,-7.97,31.21
0.28,0.04,0.93,2.58,7.05,-7.91,31.17
0.28,0.0,0.91,2.27,5.82,-9.18,31.07
0.3,0.01,0.92,0.73,4.7,-9.95,31.12
0.34,-0.01,0.95,-0.95,3.45,-10.23,31.17
0.34,-0.02,0.96,2.03,2.79,-10.9,31.07
0.34,-0.02,0.97,5.63,3.21,-13.4,31.12
0.37,0.01,0.98,6.08,3.56,-19.62,31.21
0.33,0.0,0.97,8.76,1.68,-26.96,31.17
0.32,0.01,0.93,15.94,-2.37,-36.23,31.21
0.31,0.0,0.9,37.45,-11.47,-45.79,31.12
0.27,-0.08,0.91,70.38,-21.13,-55.01,31.17
0.23,-0.18,0.92,95.54,-30.08,-59.22,31.12
0.24,-0.21,0.91,96.93,-30.14,-53.24,31.21
0.21,-0.23,0.91,70.66,-23.79,-38.92,31.17
0.25,-0.19,0.93,31.21,-8.37,-21.57,31.21
0.28,-0.13,0.91,-0.5,4.72,-11.19,31.21
0.31,-0.03,0.88,-12.32,10.87,-8.95,31.26
0.36,0.06,0.86,-10.93,7.94,-11.07,31.21
0.34,0.11,0.82,2.23,-3.22,-19.98,31.12
0.33,0.13,0.81,17.28,-8.79,-26.99,31.07
0.35,0.12,0.84,27.11,-12.7,-33.88,31.26
0.35,0.12,0.86,23.97,-14.41,-37.95,31.21
0.33,0.12,0.89,12.69,-11.98,-38.56,31.21
0.35,0.1,0.88,2.02,-4.17,-37.45,31.17
0.33,0.07,0.86,-8.27,2.44,-38.64,31.21
0.31,0.09,0.84,-19.82,2.52,-40.18,31.17
0.3,0.09,0.85,-24.14,0.95,-40.69,31.17
0.3,0.11,0.85,-27.24,-0.09,-43.95,31.12
0.29,0.09,0.83,-34.99,-0.23,-46.53,31.07
0.25,0.04,0.82,-44.24,-2.2,-51.36,31.17
0.23,0.05,0.84,-55.71,-4.53,-54.23,31.12
0.24,0.02,0.87,-60.32,-5.48,-56.79,31.17
0.22,0.01,0.88,-59.66,-5.07,-59.31,31.17
0.18,-0.02,0.91,-50.09,-5.95,-55.19,31.12
0.16,-0.09,0.92,-43.82,-6.63,-50.7,31.12
0.12,-0.1,0.94,-44.66,-6.53,-47.47,31.07
0.13,-0.12,0.95,-56.34,-4.92,-38.15,31.12
0.13,-0.15,0.96,-60.69,-4.02,-32.06,31.02
0.1,-0.16,1.01,-62.47,-4.82,-27.15,31.17
0.11,-0.12,1.05,-55.95,-4.46,-23.19,31.12
0.1,-0.15,0.98,-35.8,-4.14,-29.36,31.12
0.25,0.04,1.19,-40.2,1.5,-31.25,31.17
0.23,-0.01,1.16,-47.79,19.47,-42.75,31.12
0.19,-0.1,1.13,-58.24,31.48,-49.83,31.12
0.18,-0.05,1.08,-65.68,39.79,-54.79,31.17
0.16,-0.08,1.01,-59.08,39.04,-66.81,31.12
0.07,-0.1,0.96,-43.33,31.6,-71.77,31.12
0.06,-0.1,0.97,-35.07,23.74,-70.44,31.12
0.08,-0.11,1.0,-32.66,22.03,-65.54,31.17
0.06,-0.12,1.01,-37.28,22.81,-64.17,31.12
0.04,-0.18,1.02,-38.44,24.5,-63.79,31.26
0.03,-0.21,1.04,-31.77,22.32,-61.07,31.17
-0.01,-0.25,1.09,-17.31,17.95,-55.76,31.21
-0.01,-0.29,1.07,-9.4,20.66,-45.71,31.26
-0.02,-0.32,1.06,-15.33,26.0,-43.51,31.17
-0.03,-0.31,1.07,-21.28,29.05,-34.43,31.21
-0.05,-0.3,1.04,-31.94,31.66,-32.27,31.17
-0.05,-0.29,1.0,-25.82,32.34,-29.89,31.17
-0.01,-0.22,0.96,-14.32,26.06,-33.53,31.12
-0.04,-0.22,0.98,-4.6,20.4,-37.51,31.12
-0.04,-0.2,1.01,2.52,16.98,-39.88,31.07
-0.03,-0.19,1.01,-0.26,19.3,-40.02,31.12
-0.03,-0.2,1.03,-2.43,23.42,-37.19,31.17
-0.03,-0.21,1.05,-8.06,30.05,-33.4,31.17
-0.02,-0.24,1.02,-14.09,32.98,-30.21,31.21
-0.01,-0.24,0.97,-24.49,34.7,-27.65,31.26
-0.01,-0.22,0.93,-22.9,33.16,-27.98,31.07
-0.01,-0.21,0.91,-16.2,30.63,-27.16,31.21
-0.01,-0.19,0.96,-7.27,22.34,-30.72,31.26
-0.01,-0.17,0.92,0.73,20.18,-31.45,31.17
-0.02,-0.19,0.92,3.85,16.27,-35.88,31.12
-0.03,-0.19,0.87,-7.54,18.26,-34.72,31.12
-0.06,-0.22,0.92,-13.15,15.08,-31.54,31.17
-0.03,-0.21,0.92,-14.41,16.49,-24.2,31.12
-0.05,-0.22,0.9,-19.69,15.89,-23.42,31.21
-0.05,-0.19,0.91,-20.31,12.44,-19.25,31.07
-0.04,-0.18,0.89,-15.18,8.12,-21.16,31.12
-0.04,-0.18,0.94,-4.96,5.51,-23.33,31.12
-0.03,-0.17,0.96,2.64,3.5,-27.33,31.17
-0.03,-0.2,0.96,3.4,3.53,-29.44,31.21
-0.03,-0.22,0.94,-0.93,7.11,-27.73,31.02
-0.04,-0.22,0.92,-7.07,10.81,-25.28,31.17
-0.04,-0.23,0.89,-11.66,10.12,-22.17,31.12
-0.04,-0.21,0.88,-17.24,8.84,-17.98,31.12
-0.04,-0.18,0.9,-11.82,2.75,-13.91,31.26
-0.03,-0.2,0.83,-5.44,2.2,-12.43,31.21
-0.02,-0.17,0.82,-10.41,-2.37,-21.65,31.12
-0.05,-0.17,0.91,-22.92,-7.88,-22.87,31.07
-0.07,-0.21,0.92,-19.22,-7.45,-20.52,31.21
-0.07,-0.22,0.94,-16.08,-3.59,-19.24,31.21
-0.05,-0.2,0.96,-16.84,-3.28,-18.87,31.26
-0.04,-0.21,0.96,-15.04,-4.27,-20.23,31.12
-0.07,-0.22,0.95,-7.57,-5.27,-20.17,31.12
-0.03,-0.19,0.91,2.85,-5.89,-20.24,31.07
-0.04,-0.2,0.89,2.81,-8.52,-19.33,31.12
0.0,-0.2,0.9,6.27,-14.92,-18.58,31.21
0.02,-0.18,0.93,-4.24,-15.98,-15.56,31.07
0.02,-0.2,0.97,-10.18,-16.75,-18.63,31.21
0.04,-0.18,1.0,-19.83,-10.46,-14.06,31.12
0.05,-0.2,1.01,-19.76,-8.03,-14.24,31.26
0.06,-0.2,1.03,-21.16,-4.78,-13.33,31.12
0.05,-0.2,1.07,-14.75,-2.9,-13.86,31.12
0.06,-0.2,1.06,-8.9,1.65,-13.53,31.17
0.08,-0.19,1.05,-5.5,4.82,-15.51,31.21
0.07,-0.21,1.0,-4.96,5.28,-17.83,31.12
0.06,-0.22,0.99,-3.68,3.48,-19.65,31.17
0.05,-0.24,0.99,-1.65,1.92,-19.4,31.12
0.04,-0.25,0.97,-2.41,1.98,-16.52,31.12
0.03,-0.26,1.0,-3.69,3.25,-13.65,31.21
0.04,-0.26,1.04,-6.11,5.47,-9.24,31.17
0.05,-0.25,1.04,-9.88,9.63,-6.44,31.02
0.03,-0.24,1.04,-8.76,10.41,-4.31,31.07
0.05,-0.23,0.98,-9.45,11.74,-9.4,31.07
0.04,-0.2,1.0,-0.79,8.82,-11.48,31.21
0.04,-0.22,0.98,10.79,4.99,-12.23,31.26
0.04,-0.25,0.94,13.34,2.55,-15.07,30.98
0.03,-0.28,0.95,6.9,-0.92,-14.08,31.12
0.1,-0.24,0.95,0.55,-1.89,-13.59,31.17
0.08,-0.29,0.95,-3.3,2.56,-4.64,31.17
0.07,-0.23,0.97,-6.46,7.33,-0.7,31.21
0.07,-0.22,0.99,-15.92,6.43,1.4,31.12
0.07,-0.21,0.96,-14.85,6.55,-0.81,31.17
0.08,-0.21,0.97,-6.5,5.54,-2.95,31.12
0.16,-0.16,0.98,13.8,-4.2,-2.4,31.26
0.1,-0.25,0.93,19.57,-4.32,-8.18,31.07
0.06,-0.26,0.97,12.55,-0.15,-12.34,31.21
0.07,-0.26,1.03,5.8,-0.34,-6.89,31.26
0.07,-0.29,1.01,-1.89,8.41,-1.88,31.17
0.06,-0.28,1.0,-2.35,11.85,1.89,31.12
0.07,-0.26,0.97,-1.83,10.67,4.18,31.07
0.06,-0.23,0.94,0.99,8.31,2.26,31.17
0.07,-0.2,0.93,6.18,6.92,1.13,31.12
0.06,-0.22,0.91,9.02,5.8,-1.04,31.12
0.07,-0.22,0.91,10.37,3.18,-3.13,31.17
0.05,-0.24,0.93,10.72,1.22,-1.47,31.12
0.06,-0.24,0.9,7.16,0.76,-0.4,31.12
0.05,-0.23,0.92,0.46,2.12,1.13,31.26
0.06,-0.22,0.91,-3.3,3.97,6.2,31.12
0.06,-0.21,0.92,-6.85,5.65,8.55,31.12
0.08,-0.16,0.91,-9.44,5.8,7.05,31.17
0.08,-0.15,0.91,-6.08,4.82,2.58,31.12
0.07,-0.14,0.88,3.37,1.82,-1.13,31.12
0.07,-0.18,0.9,10.81,-3.91,-3.91,31.17
0.09,-0.19,0.91,9.85,-7.98,-4.18,31.21
0.08,-0.21,0.94,3.53,-8.38,-4.0,31.12
0.08,-0.22,0.95,-2.56,-4.87,-2.46,31.21
0.08,-0.23,0.96,-6.69,-0.63,-1.51,31.17
0.08,-0.21,0.95,-6.31,-1.02,3.21,31.21
0.08,-0.19,0.95,-4.95,-1.59,6.06,31.07
0.09,-0.19,0.95,-2.55,-1.98,5.68,31.07
0.09,-0.18,0.94,-1.76,-1.77,2.67,31.12
0.09,-0.18,0.95,-0.63,-1.45,0.08,31.07
0.09,-0.19,0.96,1.76,-0.79,-1.51,31.17
0.07,-0.22,0.94,2.99,-0.2,-3.8,31.12
0.07,-0.22,0.94,2.64,-0.78,-3.05,31.17
0.06,-0.23,0.94,-0.6,-1.15,-1.71,31.07
0.06,-0.24,0.95,-2.93,-1.22,0.81,31.02
0.07,-0.24,0.95,-1.57,-0.35,4.52,31.12
0.08,-0.23,0.96,-0.58,0.09,4.84,31.07
0.1,-0.19,0.96,-3.94,0.15,4.43,31.12
0.08,-0.18,0.94,-6.06,-0.75,1.57,31.07
0.09,-0.19,0.95,-2.84,-1.66,0.43,31.17
0.08,-0.2,0.97,2.67,-1.85,-0.52,31.12
0.08,-0.22,0.94,5.27,-3.4,-1.42,31.21
0.07,-0.24,0.98,5.08,-5.88,-1.74,31.17
0.1,-0.23,0.97,2.5,-2.41,1.86,31.02
0.1,-0.21,0.99,-0.41,-0.89,1.37,31.21
0.09,-0.21,0.98,-5.02,1.83,2.37,31.07
0.08,-0.21,0.97,-0.81,2.34,1.31,31.12
0.08,-0.22,0.96,3.74,2.55,-0.31,31.12
0.08,-0.23,0.96,7.25,1.65,-0.52,31.17
0.08,-0.23,0.95,6.52,2.0,1.31,31.21
0.1,-0.21,0.94,4.6,0.93,1.28,31.12
0.09,-0.22,0.97,0.89,1.05,4.66,31.17
0.12,-0.19,0.98,1.34,1.53,1.21,31.02
0.1,-0.18,0.97,2.38,2.34,-3.13,31.12
0.09,-0.18,0.97,5.13,1.73,-3.91,31.17
0.08,-0.2,0.95,7.83,1.48,-5.39,31.12
0.09,-0.2,0.96,10.43,0.73,-3.42,31.12
0.1,-0.21,0.96,7.04,1.37,-1.22,31.17
0.11,-0.19,0.97,2.92,1.77,-0.35,31.21
0.11,-0.19,0.94,-0.52,2.5,-2.35,31.21
0.1,-0.18,0.96,0.38,1.25,-4.23,31.21
0.1,-0.18,0.98,5.21,-1.48,-7.01,31.17
0.09,-0.19,0.96,11.97,-3.01,-9.8,31.21
0.07,-0.21,0.96,17.42,-2.72,-11.71,31.26
0.07,-0.24,0.95,18.23,-2.7,-11.37,31.17
0.08,-0.25,0.95,12.53,-1.83,-7.57,31.12
0.09,-0.22,0.94,3.77,-0.75,-3.19,31.17
0.08,-0.22,0.93,-3.13,0.34,-2.67,31.17
0.08,-0.22,0.95,-1.15,0.21,-2.2,31.12
0.08,-0.2,0.95,3.73,-0.34,-4.69,31.07
0.06,-0.19,0.96,7.6,-1.82,-4.64,31.17
0.06,-0.2,0.95,11.19,-1.18,-3.69,31.21
0.06,-0.22,0.93,11.1,0.38,-2.05,31.02
0.06,-0.22,0.92,9.22,-0.5,-1.08,31.26
0.06,-0.22,0.93,6.46,-2.38,-0.02,31.21
0.07,-0.2,0.94,5.65,-2.96,-1.16,31.17
0.07,-0.2,0.96,7.63,-2.17,0.46,31.17
0.08,-0.19,0.97,8.75,-1.31,2.72,31.21
0.09,-0.19,0.97,6.2,-0.09,5.11,31.12
0.1,-0.16,0.96,3.89,0.23,5.76,31.17
0.12,-0.15,0.97,3.56,0.15,4.26,31.12
0.13,-0.15,0.97,5.91,1.04,2.84,31.21
0.13,-0.12,0.99,6.82,-1.53,0.81,31.17
0.15,-0.12,0.98,9.25,-1.37,-1.08,31.12
0.14,-0.12,1.0,10.55,0.08,-3.18,31.12
0.15,-0.12,0.98,10.24,1.48,-5.18,31.07
0.12,-0.14,0.97,9.68,2.06,-5.21,31.12
0.13,-0.15,0.99,9.08,3.13,-4.66,31.12
0.14,-0.14,1.0,7.1,4.61,-4.41,31.07
0.15,-0.14,0.99,5.85,5.66,-5.97,31.12
0.14,-0.13,0.99,9.36,6.93,-7.88,31.21
0.12,-0.15,0.99,13.3,7.59,-9.77,31.17
0.1,-0.17,0.96,13.73,6.72,-11.22,31.21
0.08,-0.2,0.95,11.22,6.34,-8.93,31.12
0.06,-0.21,0.96,8.89,7.89,-4.12,31.26
0.05,-0.2,0.96,7.27,10.6,0.78,31.21
0.06,-0.19,0.94,6.12,11.92,3.48,31.21
0.05,-0.18,0.93,9.86,12.18,5.98,31.12
0.05,-0.17,0.94,14.14,10.26,7.54,31.12
0.05,-0.12,0.96,21.97,5.42,13.36,31.12
0.05,-0.24,0.82,39.83,4.66,10.61,31.17
0.07,-0.18,0.77,13.65,6.76,-7.47,31.17
0.05,-0.14,0.95,7.44,-4.6,-1.07,31.12
0.06,-0.16,0.88,-5.42,-0.99,-1.1,31.17
0.04,-0.15,0.93,-3.47,1.47,-3.37,31.07
0.05,-0.13,0.94,-0.49,0.55,-3.15,31.12
0.05,-0.15,0.94,1.13,-2.24,-4.84,31.17
0.06,-0.14,0.97,5.53,-1.6,-0.79,31.07
0.06,-0.16,0.94,3.3,1.11,1.24,31.21
0.09,-0.14,0.95,-2.98,1.56,3.01,31.02
0.09,-0.14,0.95,-7.24,1.42,2.12,31.07
0.11,-0.13,0.96,-7.19,0.29,-1.98,31.12
0.1,-0.12,0.97,-5.13,-2.26,-4.5,31.07
0.1,-0.13,0.97,-1.57,-4.93,-5.24,31.07
0.11,-0.14,1.0,-0.81,-3.86,-4.11,31.12
0.1,-0.15,1.02,0.24,-2.27,-3.83,31.17
0.11,-0.13,1.01,-1.22,0.58,-2.9,31.17
0.11,-0.12,1.02,-1.57,3.33,-2.44,31.12
0.12,-0.1,0.98,-5.6,4.53,-4.18,31.17
0.1,-0.11,0.96,-7.77,3.3,-5.86,31.17
0.08,-0.14,0.95,-4.46,0.02,-6.82,31.12
0.1,-0.13,0.97,-2.4,-3.59,-8.02,31.12
0.08,-0.14,0.98,0.85,-3.86,-7.74,31.07
0.07,-0.15,0.98,1.47,-2.7,-6.52,31.21
0.06,-0.17,0.96,2.06,-1.39,-5.05,31.17
0.07,-0.15,0.96,2.72,-0.37,-3.68,31.17
0.06,-0.16,0.95,4.67,-0.69,-4.09,31.21
0.06,-0.18,0.93,3.11,-1.6,-4.09,31.21
0.05,-0.18,0.95,3.01,-2.89,-0.96,31.17
0.06,-0.14,0.95,2.08,-0.84,3.04,31.12
0.07,-0.13,0.92,1.65,0.47,4.03,31.12
0.05,-0.14,0.92,4.0,-1.27,4.9,31.07
0.06,-0.15,0.91,6.17,-4.75,3.48,31.12
0.08,-0.15,0.93,5.59,-6.96,1.86,31.12
0.09,-0.13,0.94,2.34,-6.02,1.85,31.07
0.09,-0.12,0.96,0.37,-4.29,2.0,31.12
0.11,-0.11,0.95,-0.03,-0.98,3.07,31.12
0.11,-0.1,0.95,-0.7,-1.56,1.28,31.17
0.11,-0.12,0.95,1.21,-3.05,0.34,31.02
0.12,-0.13,0.95,1.73,-2.6,-1.22,31.12
0.1,-0.14,0.97,-2.23,-1.98,-0.11,31.07
0.11,-0.13,0.97,-6.98,0.12,1.45,31.12
0.11,-0.12,0.97,-7.95,2.66,1.6,31.02
0.1,-0.13,0.97,-3.73,3.74,-0.41,31.17
0.09,-0.12,0.97,0.75,1.56,-2.0,31.07
0.08,-0.15,0.96,2.61,-0.23,-3.11,31.21
0.07,-0.15,0.95,2.72,-0.24,-4.08,31.21
0.05,-0.18,0.93,-1.11,0.12,-3.5,31.17
0.05,-0.18,0.97,0.9,-0.78,1.42,31.12
0.06,-0.17,0.95,1.39,1.22,5.62,31.07
0.06,-0.17,0.95,0.2,1.39,6.38,31.17
0.07,-0.15,0.96,-1.36,1.34,7.08,31.12
0.07,-0.16,0.95,-2.11,1.54,6.67,31.07
0.08,-0.13,0.96,-1.45,1.33,7.15,31.07
0.09,-0.13,0.95,-0.96,0.23,5.98,31.12
0.09,-0.13,0.94,-0.32,-1.44,4.0,31.12
0.08,-0.15,0.95,0.76,-3.33,3.02,31.17
0.1,-0.14,0.98,1.53,-3.13,4.5,31.12
0.1,-0.15,0.99,-0.69,-0.43,5.69,31.21
0.11,-0.16,0.98,-6.44,1.69,4.72,31.17
0.1,-0.15,0.99,-8.14,3.91,7.37,31.12
0.11,-0.15,0.97,-8.7,4.76,7.94,31.02
0.11,-0.14,0.97,-8.2,4.32,7.3,31.17
0.11,-0.14,0.97,-8.41,2.78,5.15,31.12
0.11,-0.13,0.95,-7.25,1.56,1.97,31.21
0.11,-0.14,0.97,-3.37,0.73,-0.82,31.17
0.11,-0.16,0.98,0.24,0.03,-1.59,31.21
0.09,-0.19,0.96,-0.11,-0.96,-2.24,31.12
0.1,-0.19,0.97,-2.26,-1.01,-1.08,31.17
0.09,-0.18,0.99,-1.91,1.01,-0.24,31.12
0.09,-0.19,0.99,-1.27,2.47,1.04,31.12
0.08,-0.18,0.97,-2.23,1.95,1.83,31.21
0.08,-0.17,0.96,-2.5,1.24,3.4,31.17
0.09,-0.16,0.98,-1.74,1.92,3.97,31.21
0.11,-0.14,0.98,-0.58,2.84,5.22,31.07
0.1,-0.15,0.96,-4.46,6.6,-2.14,31.26
0.15,-0.13,0.97,-1.69,1.48,-2.27,31.12
0.05,-0.15,1.0,-7.4,7.76,-13.95,31.07
0.07,-0.14,0.92,0.38,-0.35,-4.63,31.17
0.03,-0.18,0.98,-2.09,-2.56,-18.52,31.12
0.12,-0.17,0.93,-0.35,-0.55,-6.03,31.07
0.09,-0.15,0.96,-5.86,0.26,-2.84,31.17
0.1,-0.16,0.96,-4.47,0.06,-0.53,31.21
0.09,-0.15,0.95,-1.28,0.08,-1.13,31.12
0.1,-0.15,0.96,1.31,0.73,-0.53,31.17
0.08,-0.16,0.95,2.35,-1.15,-1.13,31.21
0.09,-0.16,0.97,2.47,-1.54,-0.93,31.17
0.08,-0.15,0.96,2.6,0.09,0.53,31.17
0.09,-0.17,0.92,0.46,0.81,-0.81,31.21
0.08,-0.16,0.94,-1.8,-0.98,1.68,31.12
0.09,-0.17,0.95,-3.42,-1.48,2.63,31.26
0.09,-0.15,0.96,-0.96,-1.36,2.67,31.12
0.11,-0.14,0.96,-1.5,-0.15,0.31,31.21
0.1,-0.13,0.93,-0.52,-0.76,-1.28,31.17
0.09,-0.15,0.94,0.0,-1.92,-2.14,31.02
0.09,-0.17,0.95,1.02,-2.46,-0.24,31.21
0.09,-0.16,0.95,0.81,-2.4,0.87,31.07
0.09,-0.16,0.95,-0.38,-1.16,2.27,31.21
0.09,-0.18,0.96,0.21,-0.24,1.39,31.21
0.1,-0.18,0.93,1.39,-1.71,0.35,31.17
