acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.24,-0.11,0.94,-1.01,-0.56,0.84,31.4
0.24,-0.12,0.94,-1.48,-0.56,0.55,31.4
0.24,-0.12,0.94,-2.43,-0.24,0.81,31.35
0.24,-0.11,0.94,-2.87,0.41,1.16,31.31
0.24,-0.11,0.95,-2.41,0.38,2.02,31.31
0.25,-0.11,0.95,-1.74,0.2,2.49,31.26
0.25,-0.1,0.95,-0.34,0.35,2.6,31.4
0.25,-0.11,0.94,1.08,0.29,1.66,31.31
0.25,-0.1,0.94,1.8,0.37,1.22,31.35
0.26,-0.11,0.95,1.24,0.05,0.56,31.31
0.25,-0.11,0.95,1.21,0.06,0.9,31.31
0.25,-0.12,0.95,0.46,0.79,1.08,31.35
0.24,-0.12,0.95,0.73,1.56,1.13,31.4
0.25,-0.1,0.93,1.24,1.16,2.47,31.4
0.25,-0.11,0.93,-0.81,0.53,1.51,31.4
0.26,-0.12,0.94,-1.48,-0.81,1.1,31.45
0.26,-0.11,0.95,-2.29,-0.52,0.02,31.4
0.25,-0.12,0.95,-1.54,0.11,-0.67,31.35
0.25,-0.12,0.96,-1.28,0.29,0.52,31.35
0.25,-0.12,0.96,-0.73,0.92,1.88,31.31
0.25,-0.12,0.95,-0.29,2.14,1.6,31.35
0.26,-0.12,0.94,1.19,2.06,1.18,31.35
0.26,-0.12,0.95,2.87,1.15,1.31,31.31
0.26,-0.11,0.94,3.27,0.15,0.72,31.35
0.26,-0.12,0.95,2.98,0.32,0.18,31.35
0.25,-0.12,0.94,2.2,1.16,-0.15,31.4
0.25,-0.12,0.94,0.52,1.48,0.66,31.4
0.25,-0.11,0.94,-0.27,1.45,1.16,31.35
0.25,-0.11,0.93,-0.58,1.71,1.42,31.31
0.24,-0.12,0.94,-0.66,1.57,1.73,31.35
0.24,-0.12,0.93,-0.78,1.19,2.08,31.45
0.25,-0.12,0.93,-0.06,1.69,1.88,31.49
0.25,-0.12,0.93,1.3,1.89,1.22,31.35
0.24,-0.11,0.93,0.98,1.48,1.42,31.35
0.24,-0.11,0.94,0.52,1.39,1.8,31.31
0.24,-0.12,0.93,1.44,1.62,1.65,31.4
0.24,-0.12,0.95,1.91,1.25,1.45,31.45
0.24,-0.13,0.95,2.75,1.05,2.27,31.4
0.24,-0.12,0.94,2.53,2.15,3.51,31.31
0.23,-0.12,0.93,1.04,3.51,3.69,31.45
0.24,-0.11,0.93,-0.75,3.48,3.48,31.31
0.22,-0.12,0.93,-0.4,2.12,2.82,31.31
0.22,-0.13,0.92,0.9,0.85,1.89,31.26
0.22,-0.13,0.94,2.23,0.43,2.31,31.4
0.2,-0.13,0.94,1.57,0.6,3.34,31.31
0.19,-0.14,0.95,1.76,1.74,4.66,31.35
0.19,-0.15,0.95,2.08,2.79,5.44,31.49
0.19,-0.14,0.95,2.82,2.87,6.5,31.4
0.18,-0.17,0.95,3.19,2.24,7.16,31.35
0.16,-0.19,0.95,4.61,2.32,7.69,31.4
0.16,-0.19,0.95,5.44,2.35,8.64,31.31
0.15,-0.2,0.94,5.59,1.18,10.61,31.35
0.14,-0.21,0.94,4.44,0.96,13.18,31.31
0.13,-0.21,0.91,2.75,3.1,15.57,31.4
0.12,-0.22,0.9,3.36,1.11,17.13,31.26
0.11,-0.21,0.91,2.21,-0.26,18.84,31.4
0.08,-0.21,0.89,3.63,-2.43,21.02,31.4
0.05,-0.23,0.87,4.18,-2.84,22.38,31.35
