acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.37,0.18,0.9,0.41,-0.18,1.97,30.51
0.37,0.19,0.9,-1.34,0.5,1.08,30.46
0.37,0.18,0.9,-5.5,1.63,0.52,30.46
0.37,0.17,0.9,-7.02,1.95,1.01,30.41
0.37,0.18,0.89,-3.42,3.15,0.92,30.55
0.36,0.17,0.89,0.82,1.97,0.41,30.46
0.35,0.17,0.87,3.31,-1.44,-1.63,30.51
0.36,0.17,0.9,3.3,-2.9,-1.53,30.51
0.36,0.17,0.91,3.86,-2.34,-1.31,30.55
0.37,0.18,0.91,4.56,-0.56,-0.11,30.46
0.38,0.18,0.91,3.19,0.69,-0.2,30.51
0.39,0.19,0.92,2.4,1.02,1.66,30.46
0.38,0.18,0.91,1.48,1.01,0.52,30.46
0.38,0.18,0.9,2.67,1.36,-0.72,30.51
0.37,0.18,0.89,4.08,0.98,-0.98,30.46
0.37,0.18,0.9,5.63,-0.31,-0.89,30.46
0.36,0.17,0.88,4.34,-1.22,-1.66,30.6
0.36,0.18,0.86,3.62,-2.67,-1.66,30.46
0.36,0.19,0.9,2.96,-3.34,-0.52,30.46
0.36,0.19,0.9,3.3,-2.72,-0.47,30.6
0.38,0.22,0.89,4.31,-1.36,-0.85,30.41
0.38,0.21,0.9,4.55,-0.78,-0.49,30.46
0.37,0.21,0.91,5.02,-0.61,-0.31,30.46
0.36,0.19,0.89,5.27,-0.08,0.7,30.6
0.36,0.18,0.88,3.6,0.9,0.67,30.55
0.36,0.17,0.88,-0.67,1.07,2.95,30.46
0.36,0.18,0.89,-5.05,1.42,4.21,30.51
0.37,0.19,0.87,-6.87,1.22,2.18,30.55
0.37,0.2,0.9,-4.55,0.5,0.32,30.65
0.38,0.21,0.91,-0.4,-0.84,-0.84,30.6
0.38,0.2,0.9,2.87,-1.28,-2.95,30.51
0.37,0.19,0.9,4.6,-0.47,-1.92,30.46
0.36,0.18,0.87,1.71,-0.11,-0.38,30.51
0.36,0.18,0.9,-3.19,0.23,1.8,30.6
0.38,0.21,0.9,-7.94,1.73,2.85,30.46
0.38,0.2,0.89,-7.44,2.46,3.01,30.46
0.37,0.2,0.9,-2.11,2.12,1.33,30.51
0.37,0.19,0.91,1.53,0.53,0.0,30.46
0.38,0.18,0.9,2.17,-1.15,-0.63,30.46
0.38,0.18,0.91,1.07,-0.24,-1.11,30.41
0.36,0.18,0.89,0.58,1.3,-0.38,30.51
0.36,0.17,0.89,-1.36,1.86,0.63,30.55
0.37,0.17,0.88,-1.91,0.87,0.37,30.41
0.37,0.18,0.89,0.0,0.27,0.82,30.51
0.36,0.19,0.9,3.15,0.12,0.67,30.46
0.36,0.18,0.89,3.89,0.7,-0.03,30.41
0.36,0.17,0.9,2.85,1.62,1.18,30.51
0.36,0.16,0.9,0.41,2.38,1.65,30.46
0.37,0.19,0.91,-2.2,5.1,5.44,30.46
0.38,0.2,0.92,-2.81,7.68,8.44,30.51
0.37,0.19,0.91,0.55,8.46,9.69,30.46
0.37,0.2,0.91,3.47,9.21,11.57,30.46
0.37,0.2,0.87,1.24,7.88,9.82,30.51
0.4,0.24,0.88,-0.08,8.23,8.58,30.41
0.38,0.2,0.88,3.6,8.82,6.9,30.55
0.4,0.22,0.88,4.79,7.39,3.27,30.41
0.39,0.22,0.88,5.01,6.4,2.2,30.51
0.37,0.19,0.88,5.22,6.32,4.17,30.46
0.4,0.17,0.85,-0.73,-5.62,8.76,30.41
0.4,0.19,0.88,-6.43,8.46,6.99,30.51
0.38,0.19,0.89,9.66,17.1,6.73,30.55
0.34,0.18,0.84,10.12,15.22,10.29,30.46
0.35,0.18,0.85,3.33,9.27,9.76,30.51
0.36,0.19,0.88,1.31,12.93,14.69,30.55
0.35,0.19,0.86,4.06,18.4,17.56,30.46
0.35,0.19,0.82,9.39,20.0,18.46,30.6
0.34,0.18,0.81,14.4,17.08,18.67,30.41
0.32,0.19,0.81,21.22,12.27,19.8,30.46
0.31,0.18,0.79,26.41,10.34,20.11,30.51
0.3,0.21,0.81,28.03,12.53,20.38,30.51
0.3,0.23,0.8,25.07,14.37,21.05,30.55
0.3,0.24,0.79,20.81,15.85,21.45,30.46
0.32,0.26,0.79,19.5,17.88,22.0,30.51
0.3,0.26,0.79,20.12,18.41,15.94,30.46
0.32,0.29,0.78,19.18,21.74,11.76,30.46
0.29,0.27,0.75,12.43,23.65,9.34,30.46
0.26,0.22,0.72,3.76,24.41,8.89,30.6
0.22,0.19,0.68,-3.04,23.97,7.27,30.55
0.23,0.18,0.67,-9.18,22.53,15.69,30.51
0.24,0.18,0.7,-19.36,16.81,23.37,30.51
0.24,0.17,0.68,-18.41,13.42,24.6,30.46
