acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.29,-0.08,0.95,2.44,0.76,0.26,31.02
0.3,-0.07,0.95,2.55,0.67,0.15,30.98
0.28,-0.08,0.94,1.34,0.81,-0.31,30.98
0.28,-0.1,0.95,0.35,0.26,-1.18,30.93
0.27,-0.09,0.94,-1.25,-0.15,-1.92,30.98
0.27,-0.1,0.95,0.03,0.21,-0.5,30.98
0.28,-0.09,0.96,-0.93,1.37,-0.03,31.02
0.28,-0.1,0.94,-1.63,1.94,1.51,30.93
0.29,-0.08,0.93,-2.46,2.14,0.67,30.88
0.28,-0.08,0.94,-2.15,1.45,-0.81,31.02
0.28,-0.1,0.94,0.35,0.46,-1.01,30.98
0.27,-0.1,0.94,2.35,0.44,-1.27,30.98
0.27,-0.1,0.94,2.46,0.96,-0.75,31.02
0.27,-0.1,0.92,-0.76,0.95,0.0,31.02
0.27,-0.1,0.93,-2.43,0.92,0.38,30.98
0.28,-0.1,0.94,-3.36,0.99,0.81,31.02
0.27,-0.1,0.93,-0.05,0.37,0.85,31.02
0.28,-0.1,0.95,2.27,0.24,0.7,31.07
0.27,-0.09,0.93,3.37,-0.21,0.26,30.93
0.28,-0.09,0.94,0.4,-0.08,0.82,30.93
0.28,-0.09,0.93,-2.32,0.32,-0.24,31.12
0.29,-0.1,0.93,-3.4,0.81,-0.2,31.07
0.28,-0.09,0.94,-0.52,0.75,1.05,31.02
0.29,-0.09,0.94,-0.12,0.73,1.56,30.98
0.28,-0.08,0.93,1.59,0.26,2.02,31.07
0.28,-0.06,0.93,1.76,1.08,1.65,31.02
0.29,-0.08,0.94,2.53,1.1,1.37,30.93
0.29,-0.08,0.94,2.81,0.72,1.16,31.07
0.29,-0.07,0.93,3.24,0.24,0.81,31.02
0.28,-0.09,0.93,2.47,0.2,0.82,31.02
0.3,-0.08,0.95,1.57,0.93,2.09,30.98
0.29,-0.09,0.94,-0.78,1.3,2.08,31.02
0.29,-0.09,0.93,-1.86,2.17,2.38,31.02
0.28,-0.09,0.92,-1.22,2.64,0.89,31.02
0.28,-0.09,0.93,0.17,1.71,0.58,30.98
0.28,-0.09,0.93,1.21,0.52,0.14,31.02
0.29,-0.08,0.93,0.93,0.9,-0.6,30.98
0.29,-0.07,0.93,-1.65,1.6,0.78,31.07
0.29,-0.09,0.93,-2.27,1.18,0.38,31.02
0.28,-0.1,0.94,-0.24,0.53,0.47,31.07
0.29,-0.09,0.94,2.15,0.49,1.48,31.07
0.29,-0.08,0.94,1.18,1.6,1.91,31.02
0.29,-0.07,0.93,0.29,2.15,2.95,31.02
0.29,-0.07,0.92,-1.07,2.23,0.89,30.88
0.29,-0.09,0.92,0.27,1.51,0.09,31.02
0.3,-0.08,0.92,1.95,0.43,-0.43,31.12
0.3,-0.08,0.94,2.29,0.14,-0.52,31.07
0.32,-0.09,0.94,1.79,0.38,-0.27,30.93
0.33,-0.11,0.96,-0.66,1.74,0.73,30.93
0.36,-0.11,1.03,-4.34,4.58,2.27,30.98
0.37,-0.11,1.05,-6.93,9.76,4.49,30.98
0.38,-0.11,1.05,-7.77,16.61,5.62,31.02
0.39,-0.1,1.01,-10.7,20.84,3.63,30.98
0.37,-0.12,0.99,-10.02,20.12,2.75,30.98
0.36,-0.13,0.95,-5.25,18.73,0.87,31.02
0.39,-0.13,0.96,2.29,17.71,0.6,31.07
0.39,-0.15,0.96,5.27,16.55,-1.02,30.88
0.41,-0.16,0.97,4.37,16.81,0.43,31.02
